Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;1;-;1;-;1;2;-;-;-;-;1
230015;-;-;1;-;2;2;-;-;-;1;-;-
230020;2;1;3;-;1;1;1;3;-;3;1;1
230030;3;-;1;5;4;1;3;-;2;4;1;2
230040;-;1;1;-;1;-;-;-;-;-;-;-
230050;-;-;-;-;-;-;-;-;1;-;1;-
230060;-;-;-;-;-;-;-;-;-;-;-;1
230070;2;-;-;-;2;1;-;2;1;1;-;1
230075;-;-;-;1;2;1;-;2;-;-;2;1
230080;-;-;-;-;-;-;-;-;-;1;-;1
230090;1;-;-;2;-;-;-;-;-;-;-;-
230100;2;2;3;2;1;2;2;1;3;3;4;1
230110;3;1;3;2;3;3;1;1;2;2;2;1
230120;2;1;1;4;2;-;1;1;-;2;2;1
230125;-;1;2;-;1;-;-;-;-;-;-;2
230130;-;1;-;1;-;-;-;-;-;-;-;-
230150;-;-;-;-;-;1;-;1;-;-;1;-
230160;-;1;-;2;2;-;-;2;-;-;1;1
230170;-;1;-;-;1;-;-;1;2;1;-;-
230180;-;-;1;-;-;-;1;-;-;-;-;-
230185;-;-;-;1;-;-;2;1;-;-;-;-
230190;3;2;3;2;1;4;2;1;-;2;4;6
230195;2;-;1;2;-;-;2;2;1;2;-;-
230200;1;-;-;3;-;-;-;-;-;1;2;-
230205;-;-;-;-;-;1;-;-;2;-;2;1
230210;1;-;3;-;1;1;-;1;-;2;1;1
230220;-;1;2;2;1;1;2;1;1;-;-;-
230230;-;1;1;2;-;1;-;-;1;1;-;-
230240;-;3;3;2;-;3;1;1;2;-;3;1
230250;-;-;-;1;2;-;-;2;-;2;-;1
230260;1;-;2;1;1;-;-;1;2;5;-;1
230270;-;1;-;2;-;3;1;3;1;-;1;-
230280;1;2;3;3;2;-;1;2;3;1;1;2
230290;-;-;-;1;-;-;-;-;-;1;-;1
230300;-;1;-;-;1;-;1;-;1;-;-;-
230310;1;2;-;-;-;1;-;1;-;-;2;1
230320;-;1;-;-;2;-;1;1;1;-;-;3
230330;1;-;-;-;-;-;1;-;1;1;1;1
230340;-;1;-;2;-;1;2;-;-;2;-;-
230350;-;3;2;7;-;-;3;4;3;3;2;3
230360;-;1;-;1;-;-;-;-;-;-;-;-
230365;1;1;-;-;-;1;-;1;-;-;-;-
230370;4;10;10;7;9;11;8;5;4;4;8;5
230380;-;-;1;-;-;-;-;-;2;3;2;-
230390;-;-;1;-;-;1;-;-;-;-;-;-
230393;-;-;-;1;-;-;-;1;-;-;-;-
230395;-;-;1;1;1;1;-;2;-;1;1;3
230400;1;1;2;2;-;2;-;1;-;-;-;1
230410;4;1;7;-;1;3;3;4;4;1;1;3
230420;4;1;7;3;2;4;3;7;4;3;4;3
230423;-;1;-;-;-;-;1;-;1;-;-;-
230425;-;-;2;-;1;-;-;1;-;1;2;-
230426;-;-;2;-;1;-;1;-;-;1;-;-
230427;-;-;-;-;1;-;-;-;-;-;-;-
230428;-;1;-;2;1;-;1;2;-;1;-;3
230430;1;1;-;1;-;1;1;-;-;1;-;-
230435;1;1;-;-;-;1;-;-;1;-;-;-
230440;85;67;76;90;96;81;70;60;64;64;66;67
230445;-;-;-;-;-;-;-;-;1;1;-;-
230450;1;-;1;-;1;-;-;-;1;-;-;-
230460;-;-;-;1;-;-;-;-;-;-;-;1
230465;-;2;-;1;-;1;1;-;1;1;-;-
230470;1;4;3;2;1;1;2;2;-;-;1;-
230480;-;-;-;-;1;-;-;-;-;-;1;-
230490;1;-;-;1;1;1;-;-;-;-;-;-
230495;-;-;-;1;-;-;-;1;1;1;-;1
230500;-;-;-;2;-;-;-;2;-;2;1;-
230510;-;-;-;-;-;-;-;-;-;1;-;-
230520;-;-;1;1;2;-;-;-;-;1;2;-
230523;4;2;-;2;1;-;1;1;-;1;1;1
230526;-;-;-;-;1;-;1;-;-;1;-;-
230530;2;-;1;1;3;1;1;1;-;1;2;-
230533;-;-;-;-;1;-;1;-;-;-;-;-
230535;-;-;-;-;-;-;-;-;1;1;3;1
230540;2;2;2;1;1;3;1;2;-;-;2;1
230550;2;3;2;4;4;3;4;3;3;1;4;5
230560;-;-;-;-;-;1;-;-;-;-;-;1
230565;-;1;-;-;-;-;1;-;-;1;-;-
230570;1;1;-;-;-;-;-;-;3;1;-;-
230580;2;-;2;-;1;1;1;-;-;2;1;3
230590;-;1;1;1;1;-;2;2;-;-;-;2
230600;-;1;-;1;-;-;-;-;-;-;-;-
230610;1;1;3;-;-;1;-;-;2;1;-;-
230620;-;1;-;-;-;-;1;-;-;1;-;-
230625;-;2;2;-;-;-;3;2;1;1;1;1
230630;-;2;4;2;2;-;2;2;1;-;1;1
230640;1;5;4;3;2;3;-;3;2;1;3;3
230650;-;-;-;1;-;1;-;-;-;1;-;-
230655;1;-;1;2;2;-;-;-;-;1;1;2
230660;1;1;1;1;1;-;-;-;2;-;1;-
230670;1;-;-;-;-;-;1;4;-;-;1;-
230680;-;-;-;1;-;-;-;-;-;1;-;-
230690;-;-;-;-;1;-;1;2;-;-;-;2
230700;2;3;-;1;-;-;3;-;2;1;-;2
230710;2;3;1;3;2;1;1;2;2;-;-;2
230720;-;-;-;-;-;-;-;-;-;-;1;-
230725;-;-;-;1;1;-;1;-;-;-;-;-
230730;7;8;7;12;10;8;7;7;8;8;10;5
230740;-;-;-;-;-;-;-;1;3;-;2;1
230750;-;-;3;-;1;2;1;-;1;-;2;1
230760;3;2;-;2;4;3;2;1;1;1;1;1
230763;1;-;-;1;1;-;-;1;-;1;1;-
230765;3;6;13;7;6;8;6;6;6;4;10;8
230770;2;1;1;3;1;1;2;-;4;3;4;3
230780;1;-;-;1;1;2;-;-;-;2;-;1
230790;1;1;1;-;-;1;-;-;-;-;-;-
230800;2;1;-;2;2;2;1;2;1;1;2;1
230810;-;2;1;-;-;1;-;-;-;2;-;2
230820;1;-;1;1;1;-;-;-;-;-;-;-
230830;-;1;-;2;1;1;2;1;-;1;1;1
230835;-;1;1;1;-;-;-;-;-;-;-;1
230837;-;-;1;1;2;-;-;-;-;-;-;1
230840;4;-;-;2;5;1;1;2;1;-;1;2
230850;2;1;1;-;2;1;2;-;-;1;1;1
230860;1;-;-;2;-;-;-;-;1;-;1;-
230870;2;2;3;4;1;3;1;1;1;-;5;1
230880;-;-;1;-;-;2;-;-;2;-;-;-
230890;-;-;2;1;1;-;-;1;1;-;2;-
230900;-;-;1;1;1;2;-;-;1;2;-;-
230910;-;2;-;-;1;-;1;-;1;-;-;-
230920;1;-;-;-;-;1;-;-;-;-;-;-
230930;1;1;-;2;1;-;-;-;1;-;2;-
230940;2;-;2;-;1;1;1;-;-;1;-;-
230945;-;-;2;2;1;1;2;1;-;1;3;2
230950;-;-;-;2;1;-;2;1;-;-;1;-
230960;2;-;1;1;1;-;1;1;3;3;2;1
230970;1;1;2;6;2;5;-;1;7;1;2;2
230980;1;-;2;-;1;2;-;-;-;1;2;-
230990;1;-;-;-;-;-;-;-;1;1;-;-
