Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;1;-;1;-;-;-;1;1;-;-;1;-
230015;1;-;1;-;1;-;1;1;2;-;-;-
230020;2;2;-;2;3;2;-;1;1;5;3;1
230030;-;1;-;-;-;2;1;1;1;-;2;-
230040;-;-;-;-;1;-;-;-;-;-;-;-
230050;1;-;-;-;-;-;-;-;-;-;-;-
230060;-;-;-;-;-;1;-;-;-;-;-;-
230070;-;-;1;-;1;-;-;-;-;-;-;-
230075;1;1;1;1;-;1;2;2;1;-;-;1
230090;2;-;-;-;-;1;-;-;1;-;-;1
230100;-;-;1;1;1;1;2;-;1;2;2;1
230110;3;3;2;1;-;2;1;1;1;1;-;-
230120;-;-;-;2;2;1;-;2;-;3;-;-
230125;-;-;-;-;-;-;-;-;-;-;1;-
230130;-;2;-;-;2;-;1;-;-;-;-;1
230140;-;-;1;-;-;1;-;-;-;1;-;1
230150;1;-;-;-;-;-;-;1;-;-;1;-
230160;-;2;-;1;1;-;-;1;-;1;-;1
230170;-;2;-;3;1;1;1;-;1;1;-;1
230185;1;-;-;-;-;-;1;1;-;-;-;1
230190;2;7;4;3;1;1;2;4;2;3;2;2
230195;1;3;-;2;2;1;-;-;1;1;-;-
230200;-;-;1;-;1;-;1;-;-;1;-;3
230205;-;-;-;-;-;-;2;-;2;-;-;-
230210;2;-;-;2;1;-;3;1;-;1;-;1
230220;3;2;1;2;-;1;-;-;-;-;1;2
230230;1;-;1;1;-;2;-;-;-;2;-;1
230240;1;1;2;1;2;3;2;2;1;-;1;1
230250;-;1;2;-;-;1;2;-;4;-;1;-
230260;2;4;1;-;-;1;3;1;2;2;2;-
230270;1;1;-;-;1;1;-;-;-;1;-;-
230280;3;5;2;3;3;-;2;2;1;3;3;1
230290;1;-;-;-;2;-;1;-;2;-;1;-
230300;-;-;-;1;-;2;-;-;-;3;-;1
230310;-;1;1;2;1;-;1;1;1;-;1;-
230320;-;-;1;-;1;1;-;1;1;1;-;-
230330;1;1;1;-;2;-;-;-;-;-;-;-
230340;1;-;-;-;-;-;1;1;1;1;1;1
230350;-;1;-;-;4;2;-;1;4;1;1;2
230360;-;-;-;-;1;-;-;-;-;-;1;-
230365;-;1;-;1;-;-;3;1;-;-;-;1
230370;7;7;6;4;5;7;7;6;4;1;7;10
230380;1;-;-;-;1;-;2;-;-;-;1;1
230390;-;1;-;-;-;-;-;-;1;-;2;2
230393;-;-;-;-;-;-;-;-;-;-;-;1
230395;-;1;-;-;2;-;-;1;1;1;1;1
230400;-;2;-;1;-;-;1;3;-;2;2;-
230410;1;3;5;3;3;6;2;4;2;1;2;1
230420;3;7;5;6;4;4;2;3;8;3;1;7
230425;-;-;-;1;1;-;1;-;-;-;-;1
230426;-;-;1;-;-;-;-;-;-;3;-;-
230428;2;1;1;2;1;2;2;2;-;-;1;2
230430;-;-;1;-;-;1;2;-;-;-;-;-
230435;-;1;-;-;4;-;-;-;-;1;1;-
230440;78;50;79;62;62;61;57;52;75;63;54;60
230445;-;1;-;1;-;-;-;-;-;1;-;-
230450;-;-;1;-;-;2;-;1;-;-;1;-
230460;-;-;1;-;-;1;-;-;-;1;-;-
230465;1;-;-;-;-;-;-;-;3;-;-;-
230470;2;2;1;1;1;1;-;1;3;3;2;2
230480;-;-;-;-;1;-;-;-;-;-;-;1
230490;1;1;-;2;-;-;-;-;-;-;1;-
230495;2;1;-;-;-;1;1;-;1;-;-;1
230500;2;2;1;1;1;1;1;-;-;-;1;-
230510;-;-;-;-;-;-;-;1;-;-;-;-
230520;-;1;-;-;-;1;1;-;-;1;1;1
230523;-;-;-;-;1;1;3;1;2;1;3;2
230526;1;1;-;-;-;-;-;-;-;-;-;1
230530;2;-;-;-;-;1;1;-;-;2;-;3
230533;1;-;-;1;-;-;2;-;-;-;-;-
230535;-;-;-;-;2;1;1;-;1;-;1;-
230540;-;1;1;3;1;-;5;2;2;1;-;3
230550;2;3;7;3;3;3;3;4;2;3;1;3
230560;-;1;2;3;-;-;2;2;-;1;-;1
230565;-;-;-;1;-;-;1;-;-;-;-;-
230570;1;1;-;-;-;-;1;1;-;1;-;-
230580;-;1;-;1;2;-;-;1;-;1;-;1
230590;3;1;3;-;1;-;2;-;2;-;1;-
230600;2;-;-;-;-;-;-;-;-;1;1;1
230610;-;1;1;-;-;-;1;-;-;-;-;-
230620;-;-;-;-;-;-;1;-;-;-;-;-
230625;-;2;2;-;1;-;1;-;1;1;1;-
230630;3;2;-;-;2;2;1;1;1;1;2;1
230640;-;2;1;1;2;4;2;4;4;3;3;2
230650;-;-;1;-;-;-;2;-;-;-;-;-
230655;2;-;1;1;1;1;-;-;1;-;2;-
230660;-;1;-;-;-;-;-;1;-;-;1;1
230670;1;-;-;-;-;-;-;-;-;1;-;1
230680;1;-;-;-;1;-;-;-;-;-;-;1
230690;-;1;1;-;1;1;-;-;-;-;-;-
230700;-;3;-;-;1;1;-;-;-;1;2;1
230710;2;-;1;-;2;-;1;1;1;1;2;-
230720;-;-;-;-;1;-;-;-;-;-;-;-
230725;-;1;-;-;1;-;-;-;-;-;1;-
230730;8;7;13;13;14;7;8;12;13;7;7;9
230740;-;-;3;-;1;-;-;-;-;-;2;1
230750;3;3;2;2;-;1;2;-;1;1;1;1
230760;1;1;1;-;2;2;1;-;-;1;1;3
230763;2;-;1;1;-;1;-;-;1;-;-;-
230765;4;6;3;6;3;6;6;2;4;9;7;4
230770;3;4;-;2;7;6;-;1;4;2;3;-
230780;-;-;1;-;-;-;1;-;-;-;-;1
230790;1;-;-;-;-;-;-;-;1;1;-;-
230800;1;1;2;-;-;1;-;2;-;1;-;1
230810;-;4;3;2;2;1;-;1;1;1;2;-
230820;1;1;-;-;-;1;-;-;1;-;1;1
230830;-;1;2;-;-;2;-;3;-;-;-;-
230835;-;1;-;-;-;1;1;-;1;-;-;-
230837;-;-;1;-;-;-;-;1;-;-;-;-
230840;2;2;1;3;2;4;1;-;-;-;-;2
230850;-;1;2;-;1;-;1;2;-;1;-;2
230860;-;1;-;-;-;1;-;-;1;-;1;-
230870;-;3;1;-;5;-;1;2;-;1;2;-
230880;-;-;-;-;1;1;-;-;1;1;-;1
230890;-;1;1;-;-;-;-;-;-;3;-;1
230900;-;-;-;-;-;-;-;-;-;2;-;1
230920;-;-;-;-;-;1;-;-;-;-;-;-
230930;1;-;2;4;1;-;1;-;-;3;1;-
230940;1;1;1;2;-;-;-;-;1;1;-;1
230945;-;2;-;-;2;-;-;-;-;-;-;1
230950;-;-;1;1;1;1;1;1;-;3;1;-
230960;1;-;3;2;1;1;2;3;-;3;-;3
230970;1;1;2;3;2;3;2;1;1;3;2;1
230980;-;-;-;-;1;-;-;1;1;-;-;-
230990;-;-;1;-;-;-;1;-;-;-;-;-
231000;-;-;-;-;1;-;-;-;-;-;-;-
231010;1;-;-;-;-;-;-;-;1;-;-;1
231020;1;1;1;-;-;2;-;-;1;1;2;-
231025;-;2;2;-;-;1;-;1;-;2;1;1
231030;-;1;2;-;-;-;2;-;2;3;-;-
231040;1;-;1;1;1;-;-;1;-;-;-;-
231050;2;-;3;-;1;2;-;-;-;2;-;3
231060;-;-;-;1;-;2;-;-;-;-;1;-
231070;2;-;-;1;1;2;1;-;-;2;3;1
231080;1;-;2;1;1;-;1;1;-;-;-;-
231085;-;-;-;-;-;1;1;1;1;-;-;-
231090;1;-;2;-;-;1;-;-;1;1;-;1
231095;-;-;1;-;1;-;-;1;-;-;-;-
231100;-;-;-;-;1;-;-;1;-;-;-;1
231110;2;-;-;-;-;-;-;-;-;-;-;-
231120;-;-;-;-;-;1;-;-;-;1;-;-
231123;-;1;-;-;-;-;-;-;-;-;1;-
231126;-;-;1;-;-;-;-;-;-;1;-;-
231130;2;4;2;2;8;4;2;1;2;1;-;1
231135;1;1;1;1;-;-;-;-;1;1;1;-
231140;1;1;4;2;5;2;2;3;-;1;4;1
231150;1;-;-;-;-;1;-;-;-;2;4;-
231160;1;-;1;-;3;-;1;1;1;-;-;1
231170;-;-;1;-;-;1;-;-;1;-;-;-
231180;-;2;1;-;3;-;1;-;1;1;-;1
231190;1;-;-;-;1;2;-;-;1;-;-;-
231195;-;-;-;-;1;-;1;-;-;-;1;-
231220;-;1;-;-;-;-;-;-;-;1;1;2
231200;1;-;-;3;-;-;1;-;-;2;2;-
231210;-;1;1;-;-;-;-;-;-;-;-;-
231230;2;3;3;1;-;5;1;-;2;-;2;2
231240;2;-;-;2;1;3;3;-;3;1;-;2
231250;-;1;-;-;-;-;-;1;-;-;-;1
231260;2;-;-;-;1;1;-;-;-;-;-;-
231270;1;1;-;-;2;1;1;-;1;-;1;-
231280;1;-;-;-;-;-;1;-;-;-;-;1
231290;4;7;4;10;4;4;5;5;5;6;2;2
231300;-;-;-;2;1;-;-;-;-;-;1;1
231310;-;2;1;-;1;1;-;-;1;-;1;-
231320;2;1;-;-;2;2;3;-;1;-;-;1
231325;-;-;-;-;-;1;-;-;-;1;-;-
231330;1;2;-;-;2;1;1;-;1;-;5;1
231335;-;1;1;1;-;1;1;-;-;-;1;-
231340;1;-;4;2;2;-;1;4;1;2;1;1
231350;-;-;1;1;1;-;-;1;1;-;-;1
231355;-;-;-;1;-;-;-;-;1;-;-;-
231360;-;-;2;1;2;1;-;-;-;-;1;2
231370;1;-;1;-;1;-;-;-;1;-;-;-
231375;-;-;2;-;1;-;-;-;-;-;-;-
231380;-;-;-;-;-;-;1;-;1;1;-;1
231390;-;-;1;-;-;-;-;1;-;-;1;-
231395;-;-;-;-;1;3;-;1;-;-;1;1
231400;-;1;1;2;-;2;1;1;-;2;-;1
231410;-;-;3;1;2;3;-;2;3;1;2;1
