Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;1;1;1;-;-;-;-;-;-
230015;-;1;1;-;2;-;-;1;-;-;1;1
230020;2;5;1;6;4;3;2;4;1;1;4;3
230030;-;-;2;1;-;2;3;1;2;2;1;4
230040;-;-;1;-;-;-;-;-;-;1;-;-
230050;-;-;1;-;2;-;-;2;-;-;-;-
230060;-;-;1;1;2;1;2;-;-;-;-;-
230070;-;-;-;-;-;-;-;1;-;2;-;-
230075;2;5;1;-;1;-;1;2;3;-;-;2
230080;2;-;-;2;-;-;-;-;-;-;-;1
230090;-;2;1;-;-;-;-;1;2;2;2;-
230100;2;3;2;2;3;-;4;-;-;1;1;1
230110;2;4;5;6;7;3;3;2;2;2;4;3
230120;-;1;2;2;1;2;-;2;2;-;-;-
230125;-;-;-;-;1;-;-;1;-;-;1;-
230130;-;-;-;-;2;2;-;-;-;1;-;-
230150;-;1;-;-;-;1;-;-;-;-;-;-
230160;-;1;-;-;-;1;-;-;-;-;-;1
230170;2;4;1;1;1;1;2;1;2;2;1;1
230180;-;1;-;-;-;-;-;-;-;-;-;-
230185;-;1;-;-;-;-;-;-;1;2;-;-
230190;-;1;1;-;1;-;2;3;1;2;2;-
230195;-;-;-;-;-;-;-;-;-;-;2;-
230200;-;-;-;1;1;-;1;-;-;-;-;-
230205;-;-;1;1;-;-;1;-;1;-;-;-
230210;1;4;-;-;-;1;2;2;2;1;1;-
230220;-;-;-;-;2;-;-;-;-;-;2;-
230230;-;1;1;-;1;1;3;1;1;2;2;2
230240;1;2;-;3;1;-;4;3;4;2;3;4
230250;2;2;1;-;5;5;4;5;1;-;2;2
230260;6;2;8;7;5;4;3;1;1;2;3;6
230270;1;2;1;-;-;4;3;-;2;-;1;-
230280;1;3;6;2;5;1;2;2;4;2;2;4
230290;-;-;2;-;-;-;-;-;-;-;1;1
230300;2;-;-;-;2;1;-;-;1;-;-;-
230310;-;-;-;-;-;-;-;1;-;-;-;-
230320;2;2;1;1;-;1;-;-;-;-;1;-
230330;1;-;-;1;1;1;-;-;2;1;2;2
230340;1;-;3;1;-;-;-;-;1;-;-;1
230350;3;2;4;1;-;2;3;1;1;3;1;2
230360;-;-;-;-;-;-;1;-;1;-;-;1
230365;-;-;-;-;1;-;-;-;-;-;-;-
230370;8;5;4;6;5;3;9;5;7;5;9;4
230380;-;1;-;1;2;-;-;-;-;-;1;-
230390;-;-;1;1;-;-;-;-;2;1;-;1
230393;1;-;-;-;1;1;1;-;1;-;-;-
230395;1;1;-;-;-;2;1;-;1;-;-;-
230400;1;-;1;-;-;-;-;-;1;-;-;-
230410;5;2;3;1;3;4;3;3;5;3;5;6
230420;9;5;9;13;6;4;9;2;7;9;5;4
230423;3;1;-;-;-;-;1;1;1;1;-;3
230425;-;-;1;-;-;-;-;-;2;-;1;1
230427;-;-;1;-;-;1;-;-;-;1;-;-
230428;1;1;-;-;1;3;1;1;-;-;1;-
230430;1;-;3;1;5;2;-;-;-;-;-;1
230435;-;-;-;-;-;-;-;-;-;-;2;-
230440;42;32;62;53;55;52;44;35;42;40;29;29
230445;1;-;1;1;1;-;1;-;1;1;-;-
230450;-;-;-;-;-;-;-;-;1;-;-;1
230460;-;-;-;-;-;-;-;1;1;-;-;-
230465;1;2;1;2;2;2;-;-;1;-;-;-
230470;3;1;2;1;2;2;1;1;4;1;1;1
230480;-;-;-;-;-;-;1;-;-;-;-;-
230490;-;-;1;-;-;-;-;-;-;1;-;1
230495;3;-;1;1;2;-;1;-;1;1;-;1
230500;3;2;3;2;5;2;-;2;4;2;-;1
230510;-;-;-;-;-;-;-;1;-;1;-;-
230520;-;-;-;3;1;2;-;1;2;2;-;-
230523;1;1;-;3;2;4;-;1;-;-;1;1
230526;-;-;-;1;-;-;-;-;1;-;-;-
230530;2;2;-;1;2;1;1;-;-;1;-;-
230533;-;-;-;-;-;-;1;1;-;-;2;-
230535;-;-;-;1;1;-;-;-;1;1;-;-
230540;-;4;3;5;4;2;3;-;1;1;1;2
230550;6;5;2;5;9;3;4;7;3;6;4;4
230560;1;2;-;-;3;-;4;1;2;1;-;1
230565;-;1;-;-;1;1;-;1;-;-;-;2
230570;-;-;-;-;-;1;-;-;-;2;-;-
230580;7;-;-;4;1;4;1;3;2;1;-;-
230590;2;1;4;2;2;-;-;2;-;1;2;4
230600;2;-;1;2;-;-;-;-;1;1;1;-
230610;1;-;1;-;-;-;-;-;-;-;1;-
230620;-;-;-;2;-;-;-;2;-;-;-;-
230625;-;-;1;-;1;2;-;2;2;-;-;3
230630;3;5;2;4;-;-;1;6;2;1;2;-
230640;5;3;5;5;9;5;4;8;1;2;-;2
230650;1;1;-;1;-;-;4;1;-;-;1;-
230655;-;-;-;3;3;-;-;-;1;2;1;1
230660;1;-;1;2;1;1;1;-;-;1;-;-
230670;-;-;-;-;1;-;-;1;1;1;1;-
230680;-;2;-;-;-;-;-;-;-;2;-;-
230690;-;1;4;-;-;-;-;-;-;-;3;1
230700;2;-;-;1;3;-;-;1;-;-;-;2
230710;2;1;1;1;1;2;1;3;2;-;1;1
230720;-;-;-;2;-;1;-;-;1;-;-;-
230725;-;-;-;-;-;-;-;2;-;-;1;2
230730;8;3;3;11;9;4;7;8;3;5;5;3
230740;1;-;1;1;-;1;1;-;-;-;1;-
230750;2;2;2;1;1;2;-;2;-;1;1;-
230760;1;7;-;1;1;4;-;1;-;1;3;2
230763;-;2;-;1;3;-;-;2;-;-;-;-
230765;3;2;6;5;1;5;6;3;4;7;2;3
230770;6;2;3;5;6;3;5;3;3;3;6;4
230780;-;2;1;3;-;-;-;-;1;-;2;2
230790;1;-;-;-;-;-;-;-;-;-;-;-
230800;-;1;1;1;-;-;-;-;1;-;-;1
230810;1;1;1;2;1;2;1;2;1;2;2;-
230820;2;-;-;-;-;-;-;-;-;-;-;-
230830;2;2;-;1;1;-;1;1;1;1;3;1
230835;3;1;1;1;2;-;-;-;-;1;-;-
230837;-;-;1;3;1;-;-;-;-;-;-;-
230840;2;-;-;1;5;3;-;3;2;-;2;-
230850;1;-;1;2;3;2;1;-;2;-;2;3
