Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230020;-;1;-;-;-;-;-;-;-;1;-;-
230075;-;-;-;-;-;-;-;1;-;-;-;-
230110;-;-;-;-;-;1;-;1;2;-;-;1
230130;-;-;-;-;-;-;-;-;-;-;1;-
230140;-;-;-;-;-;-;-;1;-;-;-;-
230180;-;-;-;-;-;-;-;1;-;-;-;-
230190;-;-;-;1;1;-;1;-;-;2;2;-
230195;-;-;-;-;-;-;-;1;-;-;-;-
230210;-;-;-;1;-;-;-;-;-;-;-;-
230220;-;-;-;-;-;-;-;1;-;-;-;-
230250;-;-;-;1;-;-;-;-;-;-;-;-
230300;-;-;1;-;-;-;-;-;-;-;-;-
230330;-;-;-;-;1;-;-;-;-;-;-;-
230340;1;-;-;-;-;-;-;-;-;-;-;-
230350;-;-;-;-;-;1;-;-;-;-;-;-
230370;-;-;1;-;-;-;-;-;-;1;-;-
230395;-;-;-;-;-;-;1;-;-;-;-;-
230400;-;-;-;-;-;1;-;-;-;-;-;-
230410;1;-;-;1;-;-;-;1;1;1;-;-
230420;-;-;-;1;1;-;1;-;-;1;-;-
230430;-;-;1;-;-;-;-;-;-;-;-;-
230440;5;4;6;4;6;3;6;8;6;5;12;4
230465;-;-;-;-;-;1;-;-;-;-;-;-
230500;1;-;-;-;-;-;-;-;-;-;-;-
230523;-;-;-;-;-;-;-;-;-;-;1;-
230535;-;-;-;1;-;-;-;-;-;-;-;-
230540;-;-;-;-;-;1;-;-;-;-;-;1
230565;-;-;-;-;-;-;1;-;-;-;-;-
230580;1;-;-;-;-;-;-;-;-;-;-;-
230590;1;-;-;-;-;-;-;-;-;-;-;-
230640;-;-;1;-;-;-;-;-;-;-;-;1
230655;-;-;-;1;-;-;-;-;-;-;-;-
230730;-;-;1;-;1;-;-;3;-;-;1;-
230740;-;-;1;-;-;-;-;-;-;-;-;-
230750;-;-;1;-;-;-;-;-;-;-;-;-
230760;-;-;-;-;-;-;1;1;-;-;-;1
230763;-;-;-;-;2;-;-;-;-;-;-;-
230765;-;-;-;-;-;1;-;-;1;-;-;-
230770;-;2;-;-;-;-;-;-;-;-;-;-
230800;1;-;-;-;-;-;-;-;-;-;-;-
230810;-;-;-;-;-;-;1;-;-;-;-;-
230840;-;-;-;-;-;-;-;1;-;-;-;-
230850;-;1;-;-;-;-;1;-;-;-;-;-
230860;-;-;-;-;-;1;-;-;-;-;-;-
230870;-;-;-;-;-;-;-;1;-;-;-;-
230940;-;-;-;-;-;-;-;1;-;-;-;-
230970;1;-;-;-;-;-;-;-;-;-;-;-
231020;-;-;-;-;-;-;-;1;-;-;-;-
231030;-;-;-;-;-;-;2;2;-;-;1;-
231070;-;-;-;-;-;-;1;-;-;-;-;-
231090;-;-;1;-;-;-;-;-;-;-;-;-
231130;-;-;-;-;-;-;-;-;-;-;1;-
231140;1;-;-;-;-;-;-;-;-;-;-;-
231180;-;-;-;-;-;-;1;-;-;-;-;-
231190;-;-;-;-;-;-;-;-;-;-;1;-
231240;-;1;-;-;-;-;-;-;1;-;-;-
231290;-;-;-;-;-;-;1;1;2;-;-;-
231330;-;-;1;-;-;-;-;-;-;-;-;-
231360;-;-;-;1;-;-;-;-;-;-;-;-
231410;-;-;-;-;-;1;-;-;-;-;-;-
