Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;1;-;-;-;-;-;1;-;-
230020;-;-;-;1;2;1;1;-;2;-;2;1
230030;-;-;-;2;-;1;-;2;1;1;1;1
230040;-;-;-;-;-;-;-;-;-;-;-;1
230050;-;-;-;-;1;-;-;-;1;-;-;-
230060;-;-;-;-;-;1;-;-;-;1;-;-
230070;-;-;-;1;-;-;-;-;-;-;-;-
230075;-;-;-;-;1;-;-;2;-;-;-;1
230080;-;-;-;1;1;-;-;-;-;-;-;-
230090;-;1;-;-;-;-;-;1;-;-;-;-
230100;-;-;1;-;1;-;1;-;-;-;-;-
230110;1;-;-;-;-;1;1;-;-;3;1;2
230120;-;-;1;1;1;-;-;-;-;-;-;-
230130;-;-;1;-;-;-;-;1;-;-;-;-
230140;1;-;-;-;-;-;-;-;-;1;-;-
230160;-;-;1;-;1;-;-;-;1;-;-;1
230170;-;-;-;-;1;-;-;-;-;-;-;-
230180;-;-;-;-;-;-;-;-;-;-;1;-
230185;-;-;-;-;-;-;-;-;1;-;-;-
230190;1;4;1;2;2;-;1;-;1;-;-;1
230195;-;-;-;-;-;-;1;-;-;-;-;-
230200;-;-;-;-;2;-;-;-;-;-;-;-
230205;-;-;-;-;1;-;-;-;-;-;-;-
230210;1;-;-;-;1;-;2;-;-;-;-;-
230220;-;1;-;-;-;-;-;1;-;-;-;-
230230;-;-;1;-;1;-;-;-;1;-;-;-
230240;2;-;-;-;-;-;-;1;-;-;-;1
230250;-;1;-;-;2;-;1;-;-;1;1;1
230260;1;-;-;-;-;-;1;-;-;-;-;1
230270;-;1;1;1;-;-;1;-;-;-;-;-
230280;-;-;-;3;-;1;-;-;-;2;2;2
230290;1;-;-;-;1;-;1;-;-;-;-;-
230300;-;-;1;1;-;-;-;-;-;-;-;-
230310;1;1;-;1;-;-;1;-;1;-;-;1
230320;1;-;-;-;-;-;-;-;-;-;-;-
230330;-;1;-;-;-;-;-;1;-;-;-;1
230340;-;-;-;-;1;-;-;-;-;-;-;-
230350;-;3;-;-;2;-;-;1;-;1;-;1
230365;1;-;-;-;-;-;-;-;1;-;-;1
230370;5;1;2;1;2;1;2;2;-;3;2;2
230380;-;-;-;-;-;-;-;-;1;-;-;-
230390;-;-;-;-;-;-;-;-;-;-;1;-
230393;-;-;-;1;-;-;-;-;-;-;-;-
230395;1;1;-;1;-;-;-;-;-;-;-;-
230400;-;1;-;-;1;-;-;-;-;-;-;1
230410;-;3;1;2;-;-;1;-;2;4;1;2
230420;1;-;1;-;4;1;-;5;1;1;4;2
230423;-;-;-;1;-;-;-;1;-;1;-;-
230425;-;-;-;-;-;-;-;1;-;-;-;-
230428;-;-;-;1;-;1;-;1;1;-;3;-
230430;-;-;-;-;1;1;-;-;1;-;1;-
230435;-;-;-;-;-;-;1;-;1;-;-;-
230440;19;15;21;20;26;20;28;29;16;28;25;23
230445;-;1;-;-;-;-;-;1;-;-;-;-
230450;-;-;-;-;1;-;-;-;-;-;-;-
230465;-;-;-;1;-;1;-;-;-;-;-;-
230470;-;1;-;-;-;1;-;-;-;2;1;-
230480;-;-;-;-;-;-;1;-;-;-;-;-
230495;-;-;-;-;-;-;-;-;-;1;-;-
230500;-;1;-;-;-;-;-;-;-;1;1;-
230520;1;-;-;-;-;-;-;-;-;-;-;-
230523;-;-;-;-;1;-;-;1;-;-;-;-
230530;-;-;-;-;1;1;-;-;1;-;-;-
230533;-;-;-;-;-;-;-;-;2;-;-;1
230540;-;-;-;-;2;-;-;1;-;-;-;-
230550;3;1;-;1;-;-;-;1;2;2;-;-
230560;-;-;-;-;-;2;1;-;-;-;-;1
230565;-;-;-;-;-;1;1;-;-;-;-;-
230580;-;-;-;2;1;-;-;1;1;1;1;1
230590;1;-;-;1;-;1;2;-;-;1;1;1
230600;1;-;-;1;-;-;-;-;-;-;1;-
230610;-;-;-;-;-;-;-;-;-;1;-;-
230620;-;-;1;1;-;-;-;1;-;-;2;-
230625;-;-;-;-;-;-;1;-;-;-;-;1
230630;-;2;-;-;2;-;-;1;-;1;-;-
230640;-;1;1;-;1;-;-;2;-;3;-;3
230655;-;-;-;-;1;-;-;-;-;1;-;-
230660;-;1;1;1;1;1;-;-;-;1;-;-
230670;-;-;-;-;1;-;-;1;-;-;-;-
230680;-;1;-;-;-;-;-;1;1;-;-;-
230690;1;-;-;-;-;-;-;-;-;-;-;-
230700;-;-;-;-;-;-;-;-;-;-;-;2
230710;-;1;-;1;-;1;1;-;-;-;-;-
230725;-;1;-;-;-;-;-;-;-;1;-;-
230730;4;5;7;7;1;4;4;4;6;4;4;2
230740;-;1;1;-;-;1;-;-;-;-;-;-
230750;-;1;-;-;1;-;-;-;-;1;-;-
230760;-;-;2;1;-;2;-;1;1;1;1;-
230763;-;-;1;-;-;-;-;-;-;-;-;-
230765;2;3;4;1;1;-;2;2;3;2;2;1
230770;-;2;2;2;-;-;-;-;-;2;-;2
230780;-;-;-;-;-;-;-;-;-;-;-;1
230790;-;1;-;-;-;-;-;-;-;-;-;-
230800;-;-;-;-;-;1;1;-;-;-;-;1
230810;-;1;-;-;1;-;1;-;-;-;-;-
230820;-;-;-;-;1;-;-;2;-;-;-;-
230830;-;1;-;-;1;-;-;-;1;-;-;-
230835;-;-;-;-;-;-;-;-;-;1;-;-
230837;-;-;-;-;-;-;-;-;1;-;1;-
230840;-;-;1;-;-;-;-;-;3;-;-;-
230850;-;-;-;1;1;-;-;-;-;-;-;-
230860;-;-;-;-;-;-;-;-;1;-;-;-
230870;1;-;1;-;1;1;-;-;-;-;-;1
230890;-;-;-;-;1;-;-;-;-;1;1;-
230900;-;-;1;-;-;2;-;-;-;1;-;-
230910;1;-;-;-;-;-;-;-;-;-;-;-
230920;-;-;-;-;2;-;2;-;-;-;1;-
230930;-;-;-;-;-;1;-;-;-;-;-;-
230940;-;-;-;-;-;-;2;-;-;-;1;-
230945;-;2;-;1;2;-;-;-;-;-;-;-
230950;1;1;-;-;-;-;1;-;-;2;1;1
230960;1;-;1;-;-;-;1;1;-;1;-;-
230970;-;-;-;-;2;-;1;-;1;-;-;1
230980;-;-;-;-;1;1;-;-;-;-;-;-
230990;-;1;-;-;-;-;1;1;-;-;-;-
231020;-;-;1;1;-;1;-;-;1;-;-;1
231030;-;-;1;-;1;-;1;-;1;-;-;-
231040;-;-;-;-;1;-;-;-;-;-;-;-
231050;2;-;-;-;-;1;1;-;-;-;-;-
231060;-;-;-;-;-;-;-;1;-;-;-;-
231070;-;1;-;-;-;-;-;-;-;-;-;-
231080;-;-;-;-;-;-;1;-;-;-;-;-
231085;-;-;-;-;-;1;-;-;-;-;-;-
231090;-;1;-;-;-;-;-;-;-;1;-;-
231095;-;-;-;-;1;-;-;-;1;-;-;-
231100;-;-;-;-;1;1;-;-;-;-;-;-
231110;-;-;1;-;-;-;-;-;-;1;-;-
231120;1;1;-;-;-;1;-;-;-;-;-;-
231130;1;-;-;2;1;-;2;-;-;1;1;1
231135;-;-;-;1;-;-;-;-;-;-;-;-
231140;1;3;1;1;-;-;-;1;1;4;-;1
231150;-;-;-;-;-;-;-;-;-;-;1;-
231170;1;-;1;-;-;-;-;-;-;-;-;1
231180;-;1;2;-;-;-;-;-;1;2;-;1
231190;-;-;-;-;-;-;-;-;-;1;-;-
231195;-;-;-;-;-;-;-;-;-;1;-;1
231220;1;-;-;-;-;1;-;-;1;1;-;-
231210;-;1;1;-;-;-;-;-;-;-;-;-
231230;-;-;1;1;-;-;3;-;-;-;-;-
231240;-;-;-;-;-;-;-;-;1;-;-;-
231260;2;-;-;-;-;-;-;-;-;-;-;-
231270;-;-;-;-;-;-;-;-;1;-;1;-
231290;2;2;-;1;5;3;2;2;2;2;2;6
231300;1;-;-;-;-;-;-;-;-;-;1;-
231310;-;-;-;-;1;-;-;-;-;-;-;-
231320;-;-;-;-;-;-;-;-;1;-;-;-
231325;-;-;1;-;-;-;-;-;-;-;-;-
231330;1;-;-;1;-;1;-;-;-;-;-;1
231335;1;-;-;-;-;-;-;1;-;-;-;-
231340;2;1;-;-;-;-;1;-;-;-;-;-
231350;-;-;1;-;-;-;-;-;-;-;-;-
231355;-;-;-;-;-;-;-;-;2;-;-;-
231380;-;-;-;-;-;-;-;-;1;-;-;-
231400;-;-;2;2;-;-;-;-;-;-;-;3
231410;2;1;1;1;-;-;1;-;-;-;3;1
