Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;1;-;-;-;-;-;-;-;-;-;-;-
230015;-;-;-;-;-;-;1;-;-;1;-;1
230020;-;-;-;1;-;1;-;-;-;3;1;1
230030;1;1;-;2;2;1;1;-;1;2;-;3
230040;1;-;1;-;-;-;1;-;-;-;-;-
230050;-;-;-;-;-;-;1;-;-;1;-;-
230070;-;-;3;-;2;1;-;-;-;-;-;-
230075;1;-;-;-;-;-;-;-;-;-;-;-
230080;-;1;-;1;-;-;-;-;-;-;-;1
230090;-;-;-;1;-;-;-;-;-;-;-;-
230100;-;-;2;2;1;-;2;-;1;-;1;1
230110;-;2;1;-;2;1;1;-;-;1;-;-
230120;-;-;-;-;-;-;1;-;-;-;1;1
230125;-;-;-;-;-;-;-;1;-;-;-;-
230130;1;-;2;1;-;-;-;1;-;-;-;-
230140;-;-;1;1;-;-;-;1;-;-;-;-
230150;-;-;-;-;-;-;-;1;-;-;-;-
230160;-;-;-;-;1;-;-;-;-;-;1;-
230170;2;-;-;1;-;-;1;1;-;1;-;-
230185;-;-;1;-;-;1;-;1;-;-;-;-
230190;1;1;2;1;1;2;-;1;1;1;3;1
230195;-;-;-;-;1;-;-;1;-;1;-;-
230200;2;1;-;-;-;-;1;-;-;-;-;-
230205;-;-;-;-;-;-;-;-;-;1;-;-
230210;1;-;1;1;-;1;-;-;-;-;-;-
230220;-;1;-;2;1;-;2;1;1;-;-;-
230230;-;-;-;-;1;-;-;-;3;1;-;2
230240;2;2;1;1;-;-;-;1;1;1;1;2
230250;2;1;1;1;2;-;-;-;-;-;2;-
230260;-;1;-;1;1;-;2;1;-;-;1;1
230270;2;-;-;-;1;-;-;-;-;1;-;3
230280;3;1;4;2;3;1;-;-;-;2;-;1
230290;-;-;-;-;-;-;-;-;1;-;-;1
230300;-;1;-;-;-;-;-;-;-;-;-;-
230310;-;-;2;-;-;-;-;1;-;1;-;1
