Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;2;1;-;1;1;1;-;1;-;-;-;1
230015;2;2;1;2;-;3;-;1;1;3;-;1
230020;6;2;3;6;8;7;7;5;8;6;3;4
230030;6;5;4;5;3;8;1;2;3;3;7;3
230040;-;2;4;1;2;1;2;-;-;-;1;-
230050;1;1;-;-;-;-;1;1;1;-;-;2
230060;1;1;-;2;1;-;-;-;-;-;1;-
230070;4;2;-;1;2;-;2;1;2;1;-;1
230075;4;2;1;1;-;2;3;2;1;5;3;3
230080;-;-;1;-;2;-;-;-;2;-;-;-
230090;1;-;1;2;2;1;-;-;3;1;-;3
230100;12;3;9;13;9;6;21;15;12;8;8;15
230110;6;5;4;5;9;7;6;2;3;8;3;5
230120;-;1;1;5;1;4;1;5;1;3;6;2
230125;1;-;-;-;-;-;4;-;1;1;3;3
230130;-;1;-;1;1;1;1;-;1;-;1;2
230140;1;-;2;1;-;1;-;-;1;-;-;1
230150;2;-;1;-;-;-;-;-;-;2;-;1
230160;1;-;-;2;1;-;1;1;3;1;2;1
230170;2;1;4;1;1;2;2;-;-;1;-;2
230180;-;-;-;1;-;1;-;1;1;-;1;1
230185;-;-;-;-;2;1;2;-;-;-;2;2
230190;5;3;4;6;6;6;6;4;3;9;6;6
230195;2;3;2;3;4;1;5;1;2;3;3;1
230200;1;2;-;2;-;-;3;3;2;1;1;-
230205;-;1;1;2;2;-;1;-;2;1;1;-
230210;-;1;-;4;5;2;1;-;-;4;1;1
230220;2;1;2;6;4;2;4;2;1;8;3;4
230230;3;4;5;5;-;1;6;2;2;4;2;2
230240;3;2;2;5;3;3;6;6;3;4;4;4
230250;2;2;2;5;-;5;-;5;2;5;4;2
230260;3;1;3;3;2;5;6;3;2;1;2;-
230270;4;2;1;3;1;3;1;-;-;6;3;3
230280;3;2;8;10;3;5;6;8;5;8;5;4
230290;1;-;-;1;-;-;4;1;2;-;-;1
230300;1;1;-;1;1;4;1;-;2;1;2;1
230310;1;2;-;-;-;3;-;1;1;1;-;1
230320;4;2;7;1;-;2;2;2;2;2;3;2
230330;1;-;3;-;2;4;-;5;2;5;1;1
230340;1;-;1;-;-;1;1;1;2;3;2;-
230350;2;8;3;3;9;5;4;6;5;5;11;9
230360;1;2;-;2;1;1;-;1;-;1;-;-
230365;-;2;-;2;1;-;1;2;1;-;-;2
230370;32;30;34;33;43;43;40;49;40;47;49;45
230380;-;3;5;4;2;-;-;2;3;-;1;2
230390;1;-;-;1;1;-;1;1;3;1;-;2
230393;1;-;2;-;-;-;1;-;-;2;-;-
230395;2;2;2;4;5;-;2;3;4;5;3;6
230400;1;2;1;-;5;-;3;2;1;4;-;6
230410;4;4;4;6;8;6;5;9;10;8;2;7
230420;10;7;6;12;11;8;8;6;7;11;9;8
230423;-;2;-;2;-;2;1;3;2;1;1;4
230425;2;2;1;2;2;4;-;4;-;3;-;-
230426;3;1;-;1;-;1;1;1;1;1;2;2
230427;1;-;-;-;1;-;1;-;-;1;1;-
230428;4;7;8;3;7;9;11;5;5;9;5;9
230430;2;2;1;1;3;1;1;2;2;1;1;3
230435;4;1;1;1;1;-;3;-;2;1;5;1
230440;255;191;266;239;293;306;305;286;283;301;282;281
230445;-;2;1;1;2;2;2;1;4;2;-;1
230450;-;2;-;1;-;-;2;3;1;2;-;2
230460;1;-;-;-;-;1;-;1;1;2;-;-
230465;2;1;-;-;-;-;-;2;-;1;3;1
230470;3;2;5;1;6;5;5;1;3;4;5;2
230480;-;-;-;-;1;-;2;-;-;-;-;-
230490;-;2;-;-;-;1;-;2;-;1;-;-
230495;2;5;1;3;2;2;3;4;2;1;1;4
230500;2;2;-;6;1;2;3;-;1;5;5;4
230510;1;-;-;-;-;-;-;-;1;-;1;1
230520;2;-;1;4;2;1;1;2;2;5;1;1
230523;14;4;9;12;7;15;7;15;9;13;8;13
230526;2;-;1;-;-;-;2;-;1;-;-;1
230530;1;1;2;2;-;2;4;1;3;1;2;3
230533;2;2;1;1;1;-;2;1;1;4;2;1
230535;2;2;2;1;2;1;1;1;4;2;2;1
230540;7;6;5;2;-;8;7;7;4;9;5;4
230550;3;8;11;9;9;7;10;14;13;7;8;9
230560;3;2;1;2;1;2;-;1;-;2;-;3
230565;-;1;2;1;1;1;-;-;1;-;-;3
230570;1;1;2;1;1;-;1;-;-;1;-;-
230580;-;2;4;1;3;2;6;4;5;4;6;1
230590;1;2;4;2;4;3;1;1;3;5;2;7
230600;1;1;-;2;2;-;1;-;3;1;-;-
230610;2;2;5;-;1;3;-;-;1;2;3;1
230620;-;-;-;-;1;-;1;-;-;2;1;2
230625;8;3;4;7;8;8;5;4;8;7;2;8
230630;6;1;7;8;3;2;3;4;5;10;7;8
230640;10;5;7;4;4;8;5;6;7;6;3;2
230650;1;1;4;-;2;4;1;1;3;-;3;2
230655;6;1;4;2;5;3;3;4;7;10;1;5
230660;2;2;1;-;-;1;-;-;2;1;-;-
230670;-;-;1;3;-;-;4;3;3;-;-;1
230680;1;1;1;1;3;2;-;2;-;-;-;-
230690;2;2;-;1;2;1;1;2;7;3;5;7
230700;2;9;4;1;5;3;1;2;3;2;5;3
230710;3;-;2;2;3;3;-;1;3;2;4;1
230720;-;-;2;-;-;3;-;2;-;-;-;-
230725;-;1;1;3;4;2;3;1;2;2;1;3
230730;18;21;23;17;17;20;21;25;26;17;24;13
230740;5;3;2;-;-;2;3;2;2;2;5;2
230750;-;1;2;2;3;4;1;2;2;3;-;2
230760;8;8;8;6;9;3;10;9;10;10;7;6
230763;-;2;-;1;3;1;3;3;2;2;3;-
230765;35;21;37;26;43;27;46;35;40;38;44;26
230770;6;8;2;10;13;20;10;16;13;12;11;11
230780;1;7;5;1;1;3;4;1;1;2;1;4
230790;1;-;-;-;3;-;-;1;-;-;-;-
230800;2;4;2;3;2;4;8;2;4;1;-;1
230810;3;2;6;2;3;2;1;2;4;4;3;2
230820;-;1;-;1;-;1;-;-;-;2;1;-
230830;2;2;2;1;2;1;-;2;1;3;2;2
230835;-;-;-;-;1;4;-;-;3;-;-;1
230837;1;-;1;-;1;1;2;1;-;2;2;1
230840;4;6;1;3;6;1;2;2;6;4;1;7
230850;6;2;4;3;5;3;5;3;2;6;3;3
230860;-;-;3;-;-;1;2;1;2;-;2;1
230870;6;4;4;10;8;10;7;10;8;5;6;7
230880;-;-;1;1;-;-;-;-;1;2;-;-
230890;2;1;3;3;-;1;4;1;-;-;1;1
230900;-;1;1;1;3;1;2;1;-;-;2;-
230910;-;-;1;1;-;1;1;2;2;1;3;2
230920;1;-;-;2;-;-;-;1;-;1;1;1
230930;4;3;-;3;1;1;2;5;-;1;3;5
230940;-;1;4;2;4;3;5;5;6;5;2;6
230945;2;-;3;1;-;-;6;1;3;2;2;5
