Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230020;-;-;-;-;-;-;-;-;1;-;-;-
230030;-;-;-;-;-;-;-;-;-;1;-;-
230050;-;-;-;-;1;-;-;-;-;-;-;-
230075;-;-;-;1;1;-;-;-;-;-;-;-
230100;-;-;-;-;-;-;1;-;-;-;-;1
230190;-;-;-;-;-;1;-;-;-;1;-;-
230200;-;1;-;-;-;-;-;-;-;-;-;-
230210;-;-;1;-;-;-;1;-;-;-;-;-
230220;-;1;-;-;-;-;-;-;-;-;-;1
230230;-;-;1;-;-;-;-;-;-;-;-;-
230240;-;-;-;-;1;-;-;-;-;-;-;-
230260;-;-;1;-;-;-;-;-;-;-;-;-
230320;-;-;-;-;1;-;-;-;-;-;-;-
230350;-;-;-;-;-;-;-;1;1;-;-;-
230365;-;-;-;-;-;-;-;-;-;-;-;1
230370;-;1;-;-;-;1;1;-;-;-;-;-
230390;-;-;-;-;-;1;-;-;-;-;-;-
230410;-;-;-;-;-;1;-;1;1;1;-;-
230420;1;-;-;-;-;-;1;1;-;1;-;-
230423;-;-;-;-;-;-;1;-;-;-;-;-
230428;1;-;-;-;-;-;-;-;-;-;-;-
230440;5;5;3;3;7;5;5;7;7;6;5;5
230445;1;-;-;-;-;-;-;-;-;-;-;-
230465;-;-;-;1;-;-;-;-;-;-;-;-
230470;-;-;-;-;-;1;-;-;-;-;-;-
230495;-;-;-;-;-;1;-;-;-;-;-;-
230500;-;-;-;-;-;-;-;-;-;1;-;-
230523;-;-;-;-;1;-;-;-;-;-;-;-
230530;-;-;1;-;-;-;1;-;-;1;-;-
230535;-;-;-;-;-;1;-;-;-;-;-;-
230540;-;1;-;-;-;-;-;-;-;-;1;-
230560;-;-;-;-;-;-;-;-;-;1;-;-
230580;-;-;1;-;-;1;-;-;-;-;-;1
230590;1;-;-;1;-;-;-;-;-;-;-;-
230630;-;-;-;-;1;-;-;1;-;-;-;-
230640;-;-;-;-;-;-;-;-;-;-;1;-
230670;-;-;-;-;-;-;-;-;-;-;-;1
230690;-;-;-;-;-;-;-;1;-;-;-;-
230700;-;1;-;-;-;-;-;-;1;-;-;-
230710;-;2;-;-;-;-;-;-;-;-;-;-
230730;-;2;-;-;1;1;-;-;1;1;-;-
230750;-;-;-;1;-;-;-;-;-;-;-;-
230760;-;-;-;1;-;-;-;-;-;1;-;-
230765;2;-;1;-;-;-;-;1;-;-;1;1
230770;-;-;1;1;-;-;1;-;-;1;-;-
230800;-;-;-;-;-;-;-;-;1;-;-;-
230820;-;-;-;-;-;-;1;1;-;-;-;-
230840;-;-;-;-;-;1;1;-;-;-;-;-
230870;-;-;1;-;-;-;-;-;1;-;-;-
230910;-;-;-;-;-;1;-;-;-;-;-;-
230930;-;-;-;-;-;-;-;-;1;-;-;-
231025;-;-;1;-;-;-;-;-;-;-;-;-
231070;1;-;-;-;-;-;-;-;-;1;-;-
231080;-;-;-;-;-;-;-;-;1;-;-;-
231085;1;-;-;-;-;1;-;-;-;-;-;-
231130;-;-;1;-;-;1;-;-;-;-;-;-
231140;-;-;-;-;-;-;-;-;1;-;-;1
231150;-;-;-;-;-;-;-;-;-;1;-;-
231160;-;-;-;-;-;-;1;-;-;-;-;1
231170;-;-;-;-;-;-;-;-;1;-;-;-
231180;-;1;-;-;-;-;-;-;-;-;-;-
231190;-;1;-;-;-;-;-;-;-;-;-;-
231220;-;-;-;-;1;-;-;-;-;-;-;-
231230;-;-;-;-;1;-;-;1;-;-;-;-
231270;1;-;-;-;-;-;-;-;-;-;-;-
231280;-;-;-;-;-;1;-;-;-;-;-;-
231290;-;-;-;-;-;-;-;-;-;1;-;-
231310;-;-;-;-;-;1;-;1;-;-;-;-
231320;2;1;-;1;-;-;-;1;1;1;-;1
231330;-;-;-;-;1;-;-;-;1;-;-;-
231350;-;-;-;-;-;-;1;-;-;2;1;-
231355;-;-;-;1;-;-;-;-;-;-;-;-
231360;-;-;-;-;-;1;-;-;-;-;-;-
231375;-;1;-;1;-;-;-;-;-;-;-;-
231400;-;-;1;-;-;-;-;-;-;-;-;-
231410;-;-;-;-;-;-;-;1;-;-;-;-
