Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;-;1;-;-;-;-;1;-
230015;-;-;2;-;1;1;-;-;-;-;-;1
230020;-;1;2;1;1;1;2;2;1;1;1;-
230030;-;2;4;1;2;2;-;2;1;1;1;-
230040;-;-;-;-;-;-;-;-;1;-;-;-
230050;-;-;1;-;1;-;-;-;2;1;-;-
230060;-;-;-;1;-;-;-;-;-;1;1;-
230070;-;-;-;-;-;-;-;-;-;1;-;-
230075;1;-;-;1;-;2;2;3;1;4;2;-
230080;-;-;1;-;-;-;-;-;1;1;-;-
230090;-;2;-;1;1;-;-;-;-;-;-;-
230100;-;-;2;1;1;1;1;-;-;1;2;-
230110;1;1;2;-;-;1;3;2;1;-;1;1
230120;-;1;1;1;1;1;1;-;-;-;3;-
230125;-;-;-;-;-;-;1;-;-;-;2;-
230130;1;2;-;1;-;1;1;-;-;-;1;1
230140;1;1;2;-;-;-;-;-;-;1;-;1
230160;1;-;-;-;-;-;1;-;2;-;-;-
230170;-;1;1;-;-;1;1;1;1;3;-;1
230185;-;-;-;2;1;-;-;1;-;-;-;-
230190;4;3;2;1;2;4;2;2;3;2;4;3
230195;-;-;-;-;-;-;-;-;-;1;1;-
230200;-;1;-;-;-;-;1;-;2;1;-;2
230205;-;1;1;1;-;-;-;-;-;1;-;-
230210;-;-;-;1;-;-;-;-;2;2;1;1
230220;-;1;1;-;1;-;1;1;-;2;-;1
230230;1;1;-;-;2;-;1;-;1;-;1;-
230240;-;-;1;1;1;3;3;1;-;1;1;2
230250;-;4;-;2;-;-;-;-;1;1;-;-
230260;2;1;2;1;-;1;-;-;-;3;1;7
230270;1;1;-;-;1;-;1;1;-;2;-;1
230280;1;1;1;2;1;2;-;1;3;1;7;2
230290;-;-;-;-;-;1;-;1;-;1;-;-
230300;-;-;-;-;2;-;-;-;-;-;-;2
230310;2;-;-;1;-;-;1;-;1;-;1;-
230320;1;2;1;2;1;1;-;-;1;1;1;2
230330;-;1;-;1;-;2;-;-;1;1;-;-
230340;1;-;-;1;-;2;-;1;-;1;2;3
230350;1;-;2;-;4;1;2;-;-;2;3;1
230360;-;-;-;-;-;-;-;1;-;1;-;1
230365;-;-;-;-;-;-;-;1;-;-;2;1
230370;8;4;5;10;8;3;8;4;4;6;-;7
230380;-;-;-;2;2;1;-;-;-;-;-;-
230390;-;-;-;1;2;-;-;-;-;1;-;-
230393;-;-;-;-;1;-;-;1;1;-;-;-
230395;1;-;-;2;1;-;1;-;-;1;-;-
230400;-;-;1;2;1;-;2;-;-;-;-;-
230410;1;1;1;2;2;-;1;1;1;1;1;1
230420;3;5;3;6;3;6;5;5;3;6;4;6
230423;-;-;-;-;-;-;1;-;-;1;2;-
230425;-;1;2;1;-;1;1;2;-;-;1;-
230426;-;1;-;1;-;1;1;-;-;-;-;-
230427;-;-;-;1;-;-;1;-;-;-;-;-
230428;3;2;1;-;1;1;-;2;-;1;1;-
230430;-;-;2;1;2;1;1;-;-;-;-;-
230435;1;-;-;1;2;2;1;-;1;-;-;-
230440;56;40;60;49;42;51;57;43;64;56;37;46
230445;-;1;1;-;-;1;-;-;-;-;-;-
230450;-;-;2;2;-;-;-;-;1;-;1;-
230465;-;-;-;-;-;-;-;-;-;-;-;1
230470;-;-;-;-;1;2;-;1;-;3;-;2
230480;-;1;-;-;-;-;-;-;-;-;-;1
230490;-;-;-;-;-;-;1;-;1;-;-;-
230495;-;2;1;2;1;-;-;-;-;1;1;-
230500;1;3;1;-;1;-;-;-;-;-;-;1
230510;-;-;-;-;-;-;-;1;-;-;1;-
230520;-;-;-;1;-;1;1;-;1;-;-;1
230523;-;-;1;2;3;-;3;1;2;1;2;1
230526;1;-;-;-;-;-;-;-;-;-;-;-
230530;1;1;1;1;-;1;2;3;-;-;-;2
230533;-;-;-;-;1;1;-;-;-;1;1;-
230535;-;-;1;-;1;1;-;-;-;-;-;1
230540;1;-;3;4;4;1;1;1;1;-;1;1
230550;4;5;3;2;1;2;6;2;-;2;4;2
230560;-;-;-;-;-;1;2;-;-;-;-;1
230565;-;2;-;-;-;1;-;-;4;-;-;-
230570;-;-;1;-;1;1;-;-;-;2;-;-
230580;2;1;1;1;3;1;1;-;1;-;2;1
230590;1;2;-;7;-;1;1;2;1;2;-;2
230600;-;-;-;-;-;1;-;-;-;-;-;1
230610;1;-;-;-;-;-;-;1;1;-;-;-
230620;-;-;-;3;-;1;-;-;-;-;-;-
230625;1;1;2;-;-;1;2;2;-;-;2;-
230630;-;2;3;-;2;-;1;-;1;2;-;-
230640;2;1;1;2;2;1;2;1;-;5;3;3
230650;1;1;1;-;-;-;-;1;2;2;-;-
230655;1;1;-;2;2;1;-;1;1;-;-;-
230660;-;1;-;1;-;1;-;-;-;-;-;-
230670;-;-;2;1;-;-;2;-;-;-;1;1
230680;-;-;-;-;-;-;-;-;-;-;-;1
230690;1;-;1;-;-;1;1;1;-;1;-;1
230700;1;-;1;-;-;-;-;-;-;1;-;1
230710;-;-;-;2;1;1;1;1;-;1;2;1
230720;1;-;1;-;-;-;-;-;-;-;1;-
230725;1;-;-;-;-;-;-;-;-;-;-;-
230730;12;7;6;15;7;10;7;6;12;9;7;15
230740;1;-;2;1;1;1;1;-;1;-;-;-
230750;-;-;-;1;-;2;-;1;1;-;1;-
230760;2;2;3;3;2;1;1;-;1;2;-;3
230765;6;2;6;5;-;3;3;2;7;8;1;4
230770;2;1;2;6;2;3;1;1;3;-;2;-
