Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;1;-;-;-;1;-;-;-;-;-
230015;-;1;3;-;-;-;-;-;-;-;-;-
230020;1;1;1;1;-;1;1;2;1;1;1;1
230030;-;-;1;-;1;-;1;1;1;-;-;4
230040;-;-;1;-;1;-;-;-;-;-;2;-
230050;-;-;-;2;-;1;-;-;1;-;-;1
230060;1;-;-;-;-;-;-;-;-;-;-;1
230075;1;1;1;-;1;-;2;1;-;-;-;2
230080;-;-;-;1;-;-;-;-;1;-;-;-
230090;-;-;-;-;1;-;-;1;1;-;1;-
230100;1;-;1;-;-;1;-;2;2;-;-;-
230110;1;2;4;-;1;1;-;3;1;-;2;1
230120;2;-;-;-;-;-;-;1;-;-;-;2
230125;-;2;1;1;1;1;-;1;-;-;-;2
230130;-;-;-;-;-;-;-;2;-;-;-;-
230140;-;-;1;-;1;1;-;-;-;1;-;1
230150;-;-;-;1;-;-;-;-;-;-;-;-
230160;-;-;1;1;-;1;1;-;-;-;-;1
230170;3;-;-;-;-;1;1;-;1;1;3;-
230180;-;-;1;-;-;-;1;-;-;-;1;-
230190;4;1;3;2;2;3;1;-;1;-;-;3
230195;1;1;2;1;1;-;-;-;-;1;-;1
230200;2;-;-;-;2;3;-;1;3;-;-;2
230205;-;-;-;-;-;-;1;1;-;-;-;-
230210;-;-;-;-;-;-;1;-;1;2;-;-
230220;-;1;-;1;-;1;1;-;-;3;1;1
230230;2;2;1;-;2;-;1;-;1;-;1;1
230240;2;-;1;-;2;-;1;1;-;1;-;2
230250;2;2;1;1;2;-;1;4;1;4;1;1
230260;1;4;1;1;2;2;1;1;-;-;2;1
230270;1;-;1;-;-;1;-;-;2;-;2;-
230280;4;2;1;1;-;3;1;2;2;2;1;-
230290;-;-;-;-;-;-;-;1;-;-;1;-
230300;-;1;1;-;-;1;-;-;-;-;-;-
