Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;1;-;-;-;2;1;-;3;-
230015;-;-;2;3;4;1;1;2;1;3;2;3
230020;1;2;2;1;3;1;2;-;1;2;7;4
230030;3;5;3;3;8;3;4;7;1;2;3;5
230040;-;-;1;1;1;2;1;1;-;1;-;4
230050;-;-;-;1;1;-;-;-;4;1;-;1
230060;-;-;1;1;-;1;-;-;1;-;2;-
230070;3;-;-;1;-;-;2;1;2;1;1;2
230075;5;2;1;4;3;3;3;4;2;3;2;3
230080;1;-;-;1;-;-;-;1;1;1;1;2
230090;2;1;1;2;-;2;1;1;-;-;2;1
230100;7;12;5;5;7;6;15;4;12;13;8;7
230110;3;7;3;4;2;4;7;5;5;2;8;7
230120;1;2;4;1;-;-;1;3;1;-;-;1
230125;-;2;2;1;-;-;1;1;-;-;2;2
230130;1;1;-;-;3;-;1;1;2;2;3;3
230140;-;1;-;-;1;-;-;1;2;3;2;3
230150;-;1;-;1;1;-;-;1;-;-;-;-
230160;1;-;1;-;-;-;1;1;3;1;4;2
230170;2;1;1;1;1;2;1;2;-;4;3;2
230180;-;-;-;1;-;-;1;1;-;1;-;-
230185;3;-;1;1;2;-;-;1;1;-;1;1
230190;4;3;8;2;7;9;2;3;4;6;5;6
230195;5;-;1;1;3;1;-;-;2;-;-;2
230200;2;1;-;-;1;-;1;1;2;-;-;2
230205;-;1;-;1;-;1;1;1;1;-;-;-
230210;3;3;4;4;4;5;1;6;2;2;2;6
230220;4;5;3;3;4;2;1;1;3;4;5;5
230230;1;3;2;4;4;2;3;2;-;3;-;3
230240;4;5;5;5;5;13;5;12;4;5;3;2
230250;3;3;2;1;3;-;3;3;4;6;1;3
230260;1;3;4;2;2;2;2;2;1;3;5;3
230270;2;2;1;4;4;1;3;2;3;1;1;3
230280;6;1;4;11;3;5;5;4;3;1;12;7
230290;2;1;2;4;-;6;3;2;4;2;1;-
230300;1;-;1;4;3;4;4;2;1;3;1;1
230310;2;-;4;-;-;1;-;-;1;1;-;-
230320;3;5;1;2;2;1;4;1;-;1;1;5
230330;3;1;-;1;2;-;1;1;1;1;1;1
230340;1;1;1;1;2;2;3;2;1;2;-;1
230350;9;4;4;9;2;3;5;7;7;4;6;9
230360;-;1;-;-;-;2;-;-;1;-;2;2
230365;2;1;-;-;1;-;1;1;2;-;1;1
230370;30;23;15;26;23;21;36;25;31;34;27;32
230380;-;2;2;3;1;-;-;1;2;1;1;2
230390;1;-;-;-;1;-;-;-;1;1;2;1
230393;4;-;1;-;1;-;1;-;-;-;2;-
230395;1;1;2;3;-;-;4;2;2;1;-;1
230400;2;1;1;-;2;2;1;-;1;1;2;-
230410;6;5;4;4;6;5;4;2;5;10;3;6
230420;10;7;7;7;9;14;3;10;11;7;8;7
230423;2;-;-;1;1;2;3;1;1;1;2;1
230425;2;1;3;2;-;4;-;2;1;2;2;2
230426;-;1;-;-;-;-;-;2;-;4;-;1
230427;1;1;1;1;2;-;1;-;-;-;1;1
230428;5;3;4;6;9;6;6;3;12;4;5;8
230430;-;2;1;4;-;-;2;-;-;-;3;4
230435;-;2;2;3;1;-;1;2;2;1;-;3
230440;283;235;231;225;271;245;268;218;265;246;235;256
230445;2;-;-;1;1;1;-;-;2;-;2;1
230450;1;-;1;-;-;-;-;-;1;1;-;-
230460;-;-;-;-;-;-;-;-;-;-;-;1
230465;1;1;-;-;-;-;3;1;1;-;-;2
230470;-;2;2;2;-;2;1;1;3;4;2;2
230480;-;-;1;-;-;-;-;-;-;-;-;-
230490;-;1;-;-;1;1;1;-;2;-;-;2
230495;-;5;1;2;3;2;2;1;1;3;2;-
230500;4;1;1;2;6;2;3;5;4;3;5;3
230510;-;-;1;2;1;-;1;-;1;-;1;2
230520;2;2;1;-;-;2;1;-;3;-;3;-
230523;7;6;4;6;8;10;8;9;5;12;7;6
230526;-;-;2;1;-;1;-;-;-;-;-;2
230530;3;2;2;3;2;-;-;5;-;-;7;-
230533;1;1;2;2;1;-;-;1;1;2;-;-
230535;-;2;2;3;1;1;1;1;-;1;-;4
230540;6;3;6;2;4;4;3;2;4;11;5;10
230550;5;5;9;5;4;5;9;9;4;6;12;8
230560;-;1;-;1;-;-;4;4;1;-;3;3
230565;-;-;1;-;-;-;1;1;-;1;-;1
230570;-;1;-;2;1;-;1;-;-;-;1;-
230580;-;3;2;2;-;3;6;2;1;2;3;1
230590;-;4;4;1;2;2;3;1;2;1;2;1
230600;-;2;3;-;2;2;2;1;3;3;1;4
230610;1;2;1;2;1;3;2;-;-;3;-;4
230620;-;1;-;-;-;-;-;-;-;-;-;-
230625;5;6;2;5;3;2;4;2;2;7;1;6
230630;4;1;2;2;4;6;5;6;4;4;4;11
230640;8;11;2;3;8;12;8;5;10;6;8;9
230650;-;-;-;2;-;2;2;1;3;3;-;-
230655;7;2;3;3;5;3;1;5;2;5;3;1
230660;1;1;1;2;-;1;1;3;3;-;-;-
230670;1;2;1;1;2;1;3;-;2;1;1;4
230680;1;-;1;2;-;-;2;1;4;1;2;1
230690;4;2;5;3;1;3;3;2;-;-;6;4
230700;3;1;4;6;4;3;2;-;3;1;5;6
230710;-;2;2;-;-;1;1;2;1;1;1;1
230720;2;-;-;1;-;-;1;1;-;-;-;-
230725;-;1;-;-;-;3;2;-;1;2;2;-
230730;27;18;21;15;27;21;18;15;26;20;28;33
230740;2;-;4;4;-;2;4;1;4;2;2;-
230750;1;2;1;-;-;1;3;1;3;2;5;4
230760;8;7;1;3;3;3;3;12;5;13;4;7
230763;1;2;-;-;3;-;-;1;1;1;-;-
230765;29;22;20;24;25;20;19;18;16;19;22;23
230770;11;7;11;5;9;9;8;5;11;5;7;9
230780;2;-;4;1;1;2;1;5;1;4;1;3
230790;-;1;-;-;-;-;-;1;1;-;-;1
230800;2;1;-;4;3;3;1;4;3;5;1;1
230810;3;3;2;2;-;2;4;2;2;1;3;1
230820;-;-;2;-;-;1;2;-;-;-;-;3
230830;1;1;-;2;3;1;3;3;2;2;2;3
230835;-;1;1;1;-;1;1;2;2;1;-;3
230837;3;1;1;-;1;1;2;1;-;-;-;1
230840;2;4;4;6;2;4;1;3;-;3;1;5
230850;6;3;3;5;6;-;2;3;4;4;3;5
230860;1;1;-;-;1;7;1;3;-;2;1;2
230870;6;3;7;3;5;8;3;13;5;6;7;3
230880;-;-;1;-;-;1;-;-;-;-;1;-
230890;1;1;4;4;3;2;3;5;4;2;-;3
230900;-;-;3;2;-;-;1;1;-;1;2;-
230910;-;2;-;2;1;-;-;-;2;-;-;2
230920;1;1;3;2;-;2;1;2;-;4;-;1
230930;2;4;2;1;1;1;2;3;-;2;2;6
230940;5;1;2;1;1;4;2;1;5;1;1;6
230945;1;3;3;2;3;-;1;2;2;2;-;2
230950;1;-;2;-;3;1;1;2;2;1;2;2
230960;2;4;8;9;10;5;5;5;11;2;7;10
230970;5;7;2;3;1;3;6;4;2;4;6;6
230980;-;1;-;-;1;-;-;-;-;-;1;1
230990;1;-;-;-;-;-;-;-;-;-;-;-
231010;-;1;-;-;1;2;1;1;1;1;2;-
231020;1;3;-;-;2;5;4;-;2;1;3;3
231025;1;4;6;3;7;2;3;4;1;3;-;3
231030;3;1;1;2;1;5;2;1;2;3;2;4
231040;1;-;-;2;-;-;-;-;-;-;1;-
231050;4;1;2;3;7;4;3;5;3;2;2;5
231060;-;-;-;1;-;2;1;1;-;-;1;-
231070;-;4;6;7;2;3;2;8;4;3;1;7
231080;-;1;-;-;3;-;-;1;2;-;3;-
231085;1;3;1;-;3;2;2;1;2;3;1;2
231090;-;-;3;-;-;3;-;1;-;3;1;4
231095;-;1;-;-;-;-;-;-;-;-;1;-
231100;-;-;1;-;-;-;-;-;-;-;1;2
231110;1;1;-;-;1;1;1;1;1;-;8;3
231120;-;-;-;-;-;-;-;1;-;2;-;-
231123;-;-;-;1;-;1;1;2;-;-;-;-
231126;2;-;2;-;-;1;3;-;1;2;2;-
231130;5;8;6;11;7;5;9;5;12;7;12;3
231135;4;-;-;1;2;2;1;1;1;-;-;2
231140;8;1;3;3;3;3;4;2;7;2;6;5
231150;1;-;2;3;5;2;3;2;5;3;1;-
231160;4;1;-;2;1;1;3;5;4;4;-;3
231170;1;-;-;3;-;1;-;-;2;2;-;-
231180;6;5;9;5;5;6;4;3;9;11;8;10
231190;1;-;-;-;-;3;2;-;1;1;-;4
231195;-;1;1;-;1;-;-;4;1;2;-;-
231220;5;4;2;5;4;4;5;2;3;2;5;1
231200;3;1;2;1;3;2;4;3;4;1;-;1
231210;1;2;1;-;-;2;1;2;1;1;-;1
231230;3;5;5;4;6;2;5;3;5;1;1;3
231240;3;4;5;1;2;5;1;4;5;2;4;5
231250;1;-;2;1;1;1;1;3;1;2;-;1
231260;1;-;2;-;1;1;-;1;1;1;1;2
231270;2;3;3;7;1;2;3;-;1;4;5;7
231280;1;1;-;-;2;-;-;1;-;-;-;-
231290;20;8;9;21;13;15;12;13;16;7;11;13
231300;-;-;3;2;-;3;3;1;1;1;-;1
231310;7;3;5;2;3;2;2;5;9;6;6;8
