Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;1;-;1;-;-;-;-;-;-
230020;-;-;1;2;1;-;-;-;-;1;-;-
230030;-;1;-;2;-;-;-;-;2;-;-;-
230040;-;-;-;-;-;-;-;1;-;-;-;-
230050;-;-;-;-;-;-;-;-;-;1;-;-
230070;-;-;-;-;-;-;-;1;-;-;-;-
230075;-;-;-;1;-;-;-;-;-;1;-;-
230100;1;-;1;1;-;1;-;-;-;2;-;-
230110;-;2;-;-;1;-;2;3;2;1;-;-
230120;-;-;-;1;1;-;-;-;-;-;1;-
230125;-;-;-;-;1;-;-;-;-;-;-;-
230130;1;-;-;-;-;-;-;-;-;-;-;-
230170;2;-;-;-;1;1;-;-;1;1;-;-
230180;1;-;-;-;-;-;-;-;-;-;-;-
230185;-;-;-;1;-;-;-;-;-;-;-;-
230190;3;-;-;-;-;1;-;-;-;-;-;1
230195;-;-;1;-;-;-;-;-;-;-;-;-
230200;-;-;1;-;-;-;-;-;-;-;-;2
230210;-;-;-;-;2;-;-;-;-;-;-;-
230220;-;-;1;-;-;-;1;-;-;1;1;1
230240;-;-;-;1;-;1;-;-;2;-;1;1
230250;-;-;-;-;-;-;-;1;1;-;1;1
230260;-;2;-;1;-;-;-;-;-;1;-;-
230270;-;-;2;1;-;-;-;-;-;-;-;-
230280;1;-;2;1;-;-;-;1;-;1;-;-
230310;1;-;-;-;1;-;-;-;-;-;-;-
230320;-;-;1;-;-;1;-;-;-;-;1;-
230330;-;-;-;-;-;-;1;-;-;-;-;-
230340;-;-;-;1;-;-;-;-;-;-;-;-
230350;-;-;-;-;1;1;1;1;-;-;-;-
230360;-;-;-;-;1;-;1;-;-;-;-;-
230370;1;-;2;1;5;-;2;-;3;2;-;3
230393;-;-;-;-;1;-;-;-;-;-;-;-
230400;-;2;-;-;-;-;-;-;-;-;1;-
230410;2;-;1;1;2;-;1;1;1;-;-;-
230420;3;1;1;3;1;2;3;1;-;2;2;2
230423;-;-;-;-;-;1;1;-;-;-;-;-
230425;-;-;-;-;-;-;-;-;-;1;-;-
230428;1;-;-;-;-;-;1;-;-;-;-;-
230430;-;-;-;-;-;-;1;-;-;-;-;-
230435;-;-;-;1;-;-;-;-;-;-;-;-
230440;13;9;20;18;17;26;20;15;20;16;14;19
230445;-;-;-;-;1;-;-;-;-;-;1;-
230450;-;-;-;-;-;-;-;1;-;-;-;-
230465;-;-;-;-;1;-;-;-;-;-;-;-
230470;1;1;-;1;-;-;1;-;-;-;1;-
230490;-;-;-;-;-;-;-;-;-;-;-;1
230500;1;-;-;-;-;-;-;-;-;-;-;-
230520;-;-;1;-;1;-;-;-;-;-;-;-
230523;-;-;-;1;1;-;-;-;-;-;-;-
230530;-;-;-;-;-;-;1;-;-;-;-;1
230540;-;-;-;1;-;-;-;-;-;-;-;1
230550;2;1;3;1;1;1;1;-;1;-;1;-
230560;-;-;-;-;-;-;-;1;-;-;-;1
230565;-;1;1;-;-;-;1;-;-;-;-;-
230570;-;-;-;-;-;-;-;-;1;1;-;-
230580;-;-;-;-;-;-;-;2;-;-;1;3
230590;-;1;-;1;-;-;-;-;-;-;1;-
230600;-;-;-;1;-;-;-;-;-;1;-;1
230610;1;-;1;-;-;-;-;-;1;-;-;-
230625;-;-;-;-;-;-;1;1;1;-;-;-
230630;1;-;-;-;1;-;-;-;-;1;-;-
230640;2;-;1;1;1;-;2;-;-;2;-;1
230655;-;-;-;-;-;-;-;-;-;-;1;-
230660;-;-;1;-;-;1;-;-;-;-;-;-
230670;1;-;-;-;-;-;-;-;-;-;-;-
230680;-;-;-;-;-;1;-;-;-;-;1;-
230700;-;-;-;-;-;-;1;-;-;-;-;1
230710;-;-;-;1;1;-;-;-;-;-;-;-
230720;-;-;-;-;-;-;-;-;-;-;-;1
230725;-;-;-;-;-;1;-;-;-;-;-;-
230730;1;1;4;1;2;6;2;1;1;3;-;5
230740;-;1;-;-;1;1;2;2;-;-;1;-
230750;-;-;-;-;-;-;-;1;-;1;1;-
230760;-;-;-;-;1;-;1;2;-;-;-;1
230763;-;-;-;-;-;-;1;-;-;1;-;-
230765;3;-;1;-;1;-;-;1;2;1;-;1
230770;-;-;2;3;-;-;-;-;-;-;1;-
230780;1;-;-;1;-;-;-;-;-;-;-;1
230790;-;-;1;-;-;-;-;-;-;-;-;-
230800;-;-;-;-;-;-;-;1;-;-;-;1
230810;-;-;-;-;1;-;-;-;-;-;-;-
230830;-;-;-;-;1;-;-;-;-;1;-;-
230835;-;-;-;-;-;-;-;1;-;-;-;-
230840;-;-;-;-;-;-;-;1;-;-;-;1
230850;-;-;-;-;-;1;1;-;-;-;-;1
230860;-;-;1;-;-;-;-;-;-;-;-;-
230870;3;-;2;1;1;1;1;-;1;-;1;-
230880;-;-;-;-;-;1;-;-;-;-;-;-
230890;1;-;-;-;-;-;-;-;-;-;-;-
230900;-;1;-;-;-;1;1;-;-;1;-;-
230920;-;-;-;-;-;1;-;-;1;1;-;-
230930;-;-;-;-;1;-;-;-;-;-;2;-
230940;-;-;1;-;-;-;-;-;-;-;1;-
230960;-;-;-;-;-;-;-;1;-;-;1;1
230970;-;-;-;1;1;-;-;-;-;-;-;-
231010;-;-;-;1;1;-;-;-;-;-;-;-
231025;-;-;-;1;-;-;-;-;1;-;1;2
231030;-;-;1;-;-;1;-;1;-;-;1;-
231050;-;-;-;-;-;-;-;-;1;1;1;-
231060;1;1;-;-;-;-;-;-;-;-;-;-
231070;-;-;-;-;-;-;-;-;1;-;-;-
231085;-;-;-;-;-;-;-;-;-;-;-;1
231095;1;-;-;-;-;-;-;-;1;-;-;-
231110;-;-;-;-;-;-;-;-;-;1;-;-
231123;-;-;-;-;-;1;-;-;-;-;-;-
231130;1;-;1;1;1;1;-;1;1;-;-;1
231140;-;-;1;-;-;-;-;-;1;2;-;2
231150;-;-;-;-;-;-;-;-;-;1;1;-
231160;-;-;-;-;-;-;-;-;-;-;1;-
231180;-;-;-;-;-;-;2;-;1;1;1;-
231190;-;-;1;-;-;-;-;-;-;-;1;-
231195;-;-;-;-;-;2;-;-;-;-;-;-
231220;-;-;1;3;-;-;2;-;-;-;1;-
231200;-;-;-;-;-;2;-;-;-;-;-;1
231210;-;-;-;-;1;-;-;-;-;-;-;-
231230;-;-;-;-;-;1;-;1;-;-;-;1
231240;-;-;-;-;1;2;1;-;-;-;-;1
231260;-;-;-;1;-;-;-;-;-;-;-;-
231270;-;-;-;-;-;-;-;-;-;-;1;-
231280;-;-;1;-;-;-;-;-;-;-;1;1
231290;-;1;1;1;3;2;1;2;2;-;3;-
231300;-;1;-;-;-;-;-;-;-;-;-;-
231310;-;-;-;-;-;-;-;-;-;1;-;1
231320;-;1;-;-;-;-;1;1;-;-;2;1
231330;-;-;-;-;-;1;-;-;1;-;-;1
231340;-;-;-;-;1;1;1;-;-;-;2;1
231350;2;-;-;-;3;1;-;-;-;-;-;-
231360;-;1;-;-;-;-;-;-;-;1;-;-
