Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;-;1;1;-;-;-;2;-
230015;-;1;-;-;-;-;-;2;1;-;-;-
230020;1;1;2;-;4;3;1;3;-;-;1;3
230030;2;2;-;2;4;-;1;1;-;3;1;4
230040;-;-;-;-;-;-;-;2;-;-;-;-
230050;-;-;-;-;-;1;-;-;-;1;-;-
230060;-;-;-;-;-;-;1;-;-;-;-;-
230070;1;1;-;1;2;-;1;-;-;1;1;1
230075;-;-;-;1;-;-;-;-;-;-;-;2
230080;1;1;-;1;-;-;-;-;-;-;1;-
230090;-;-;-;-;-;-;-;2;-;1;-;-
230100;1;-;3;2;2;1;5;1;3;-;1;1
230110;2;1;4;4;4;8;3;2;2;2;4;4
230120;-;-;-;1;-;1;1;1;-;-;2;1
230130;1;-;-;-;-;-;-;1;-;-;-;-
230140;-;-;-;1;-;-;-;-;-;-;-;1
230150;1;-;-;-;-;-;-;-;-;-;-;-
230160;-;1;-;-;1;-;-;2;-;-;1;-
230170;1;2;1;2;2;-;1;1;-;-;-;-
230180;1;-;-;-;-;2;1;-;-;1;-;-
230185;-;1;1;2;1;-;-;-;-;-;-;1
230190;1;3;1;1;-;2;-;1;1;1;-;-
230195;1;3;1;1;2;-;-;-;-;-;-;2
230200;1;-;2;1;1;-;4;-;1;4;-;1
230205;-;-;-;-;-;1;-;-;1;1;-;-
230210;1;1;-;-;-;3;4;-;-;1;-;1
230220;3;4;1;-;3;1;1;1;-;-;1;1
230230;1;-;2;-;1;2;-;2;-;3;-;1
230240;2;1;3;2;-;3;3;4;2;5;3;2
230250;3;2;3;2;1;1;4;-;-;3;3;3
230260;2;2;2;3;4;4;4;2;-;2;2;2
230270;1;-;1;-;-;1;-;-;1;1;-;3
230280;6;4;2;2;3;1;3;-;1;6;2;6
230290;-;-;1;1;1;1;-;-;1;-;1;-
230300;2;1;-;-;1;-;1;1;-;-;1;-
230310;2;-;1;-;-;-;-;-;-;-;-;-
230320;6;1;1;1;3;1;1;-;1;2;-;2
230330;2;1;1;-;-;1;1;-;2;2;1;4
230340;-;3;-;1;3;1;-;-;-;-;-;1
230350;2;2;3;2;2;2;2;4;3;3;1;3
230360;-;-;-;-;-;-;-;-;1;1;-;-
230365;-;-;1;-;-;-;-;-;1;1;-;-
230370;5;5;3;3;10;7;9;6;9;4;7;8
230380;2;1;-;3;-;-;2;2;1;1;-;1
230390;1;-;1;1;-;-;-;1;1;1;-;1
230393;1;-;1;2;-;-;-;-;-;-;-;-
230395;2;1;2;2;-;-;2;1;1;2;1;1
230400;1;2;-;1;1;-;1;2;1;1;-;1
230410;6;3;4;2;3;2;2;2;2;2;3;4
230420;-;1;6;5;6;5;6;4;4;6;5;4
230423;-;-;2;1;1;-;1;3;1;-;-;-
230425;-;-;-;-;-;-;-;-;-;1;-;2
230426;-;1;-;-;-;-;-;-;-;1;-;-
230427;-;-;-;-;-;-;-;-;1;-;-;-
230428;-;1;1;-;-;1;4;-;-;-;1;-
230430;-;1;-;3;1;1;-;-;-;-;1;-
230435;-;-;1;-;1;-;1;1;1;1;1;-
230440;59;51;54;54;76;42;48;43;51;44;46;42
230445;-;-;-;-;-;1;-;-;1;-;-;-
230450;1;-;-;-;-;-;1;-;-;-;1;-
230460;2;-;-;-;-;-;1;-;-;-;-;-
230465;-;-;-;-;-;-;-;-;-;-;1;-
230470;3;1;2;1;2;1;-;1;4;1;-;3
230480;-;-;-;-;-;-;-;-;-;-;1;-
230490;-;-;-;-;-;1;-;-;1;1;-;-
230495;-;1;2;1;1;2;-;1;-;-;2;-
230500;1;4;3;1;3;1;5;3;2;1;3;3
230510;-;-;-;-;-;-;-;1;-;-;1;-
230520;1;1;1;2;-;1;1;2;-;-;1;3
