Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;1;-;-;-;-;-;-;-;2;-
230015;1;-;1;1;-;-;-;1;2;1;2;-
230020;-;1;1;2;3;2;1;2;-;-;2;1
230030;2;1;-;-;-;1;-;1;1;3;-;1
230050;1;-;-;-;-;-;-;-;-;-;-;-
230060;1;-;-;1;-;-;-;-;-;-;1;1
230070;-;-;1;1;1;-;-;-;-;-;2;-
230075;-;-;-;1;1;-;-;2;1;-;2;1
230080;-;-;1;-;-;-;-;-;-;-;-;-
230090;-;-;1;1;-;-;-;-;-;-;-;-
230100;1;1;-;5;-;1;1;2;1;1;-;1
230110;-;-;1;1;-;-;1;-;1;3;1;-
230120;-;2;3;2;1;1;2;4;-;1;-;3
230125;-;1;4;3;1;4;1;-;1;1;2;-
230130;2;-;-;-;-;-;1;-;-;-;-;2
230140;1;-;-;1;-;-;-;1;-;-;-;-
230150;1;-;-;-;-;1;-;-;-;-;-;-
230160;-;1;-;-;-;1;1;1;-;-;1;1
230170;1;3;2;2;-;1;-;-;2;2;1;-
230185;2;1;2;-;-;1;1;-;-;-;1;-
230190;1;-;-;2;3;2;2;1;1;-;1;2
230195;-;-;-;1;-;-;1;-;-;1;1;-
230200;1;-;-;1;1;2;-;1;2;-;-;-
230205;-;-;1;-;-;-;-;-;1;-;-;1
230210;3;2;1;1;5;1;-;1;-;1;2;3
230220;1;-;2;1;1;-;1;-;2;1;-;-
230230;-;1;-;1;-;1;2;-;1;1;-;-
230240;-;-;-;-;1;-;-;1;3;2;2;2
230250;2;1;3;-;-;-;-;-;1;-;1;-
230260;-;-;-;4;2;1;2;1;1;1;1;-
230270;3;3;3;3;3;4;1;1;-;2;-;4
230280;3;4;-;4;3;1;1;1;-;1;-;1
230290;1;1;-;2;-;-;-;-;1;1;-;-
230300;-;-;-;1;-;-;-;1;-;-;1;-
230310;-;-;-;-;-;-;-;1;-;-;-;-
230320;1;2;-;-;-;1;-;1;1;2;-;2
230330;-;-;-;-;-;-;-;-;1;-;1;-
230350;-;-;1;-;-;-;-;1;-;1;-;-
230365;-;-;-;-;-;-;-;-;-;1;-;-
230370;6;-;6;3;2;3;2;4;4;4;2;3
230380;1;-;-;-;1;-;-;1;1;-;-;-
230390;1;-;-;2;-;1;-;-;-;-;-;-
230393;-;-;1;-;1;-;-;-;-;2;-;2
230395;-;-;-;-;-;1;-;-;-;-;-;-
230400;-;1;-;-;-;-;-;-;-;-;-;-
230410;4;1;1;2;2;2;1;4;4;1;2;2
230420;6;5;7;5;12;9;6;6;3;10;8;3
230425;1;-;-;2;-;-;-;-;1;-;-;-
230426;-;-;-;-;-;-;-;-;-;-;-;2
230427;1;-;1;-;-;-;-;-;-;-;1;-
230428;3;-;1;-;-;2;2;-;1;-;-;-
230430;-;-;-;-;1;2;-;-;1;1;1;-
230435;-;-;-;-;-;-;1;-;-;1;-;-
230440;57;57;76;91;65;54;63;45;52;36;43;56
