Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;1;2;-;-;1;1;-;-;1;1
230015;-;-;-;1;1;3;1;-;-;2;2;2
230020;7;3;3;2;4;3;1;2;4;5;3;8
230030;2;6;6;4;3;5;4;8;6;6;3;11
230040;1;-;1;2;-;-;1;1;2;-;-;1
230050;-;1;1;-;-;1;-;1;-;1;-;-
230060;-;-;-;-;-;-;-;-;-;1;1;1
230070;1;-;2;-;-;1;-;3;2;1;1;2
230075;1;2;-;2;4;5;1;-;3;3;3;4
230080;-;-;-;-;2;-;-;1;-;-;2;-
230090;1;-;-;-;-;-;1;-;2;1;-;1
230100;4;5;5;7;2;5;2;6;6;2;4;4
230110;4;1;3;4;2;9;7;1;10;8;8;-
230120;6;4;2;-;7;5;3;2;2;-;-;2
230125;-;-;-;1;3;1;-;1;3;-;3;1
230130;-;1;1;2;-;1;3;2;1;1;-;2
230140;-;-;-;1;-;-;2;1;1;-;1;3
230150;-;-;1;2;1;-;-;-;-;-;-;-
230160;4;2;4;3;-;2;2;1;3;1;6;1
230170;5;2;1;3;-;2;1;1;2;4;2;2
230180;1;1;2;-;2;1;-;-;2;2;-;2
230185;3;-;-;1;2;2;-;-;1;3;1;-
230190;8;7;5;6;4;7;4;4;6;5;7;6
230195;2;3;-;1;2;1;-;2;3;-;-;-
230200;5;-;2;2;4;2;1;-;1;1;1;3
230205;3;2;1;3;2;-;-;-;-;1;1;-
230210;1;2;1;5;-;2;2;4;1;3;1;2
230220;4;3;2;3;-;4;2;4;2;-;5;9
230230;6;1;1;-;3;2;2;3;2;1;3;2
230240;5;2;2;2;3;4;6;2;3;4;5;4
230250;4;3;-;7;2;3;4;8;3;2;2;5
230260;5;2;5;5;4;2;4;4;-;1;6;2
230270;4;2;4;3;-;4;1;1;1;2;1;3
230280;6;7;5;5;6;5;3;7;-;9;6;12
230290;-;-;-;2;2;3;2;3;-;-;-;1
230300;1;2;1;4;1;-;2;1;3;-;-;2
230310;1;-;-;2;-;1;-;2;3;3;-;1
230320;3;-;1;2;1;2;3;-;-;3;3;1
230330;4;2;1;1;3;2;3;2;2;1;3;4
230340;3;-;2;-;-;-;3;1;-;1;1;2
230350;3;9;9;4;4;4;3;7;5;7;7;4
230360;1;1;1;1;-;1;1;-;-;-;-;-
230365;1;-;1;1;-;1;1;1;2;-;1;-
