Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;1;-;-;-;-;-;-;-
230015;-;-;-;1;-;-;-;-;-;-;-;1
230020;2;1;1;-;3;-;-;3;-;2;-;1
230030;-;-;-;1;-;-;1;-;-;-;-;1
230040;-;-;-;1;-;-;-;-;-;-;-;-
230050;-;-;-;-;1;-;-;-;-;-;-;-
230060;-;1;-;-;-;-;-;-;-;-;-;-
230070;-;-;-;1;-;1;-;1;-;-;-;-
230080;1;-;-;-;-;-;-;-;-;-;-;-
230090;-;-;-;1;-;-;-;-;-;-;-;-
230100;2;-;-;3;-;5;2;-;1;-;-;2
230110;-;2;-;-;-;1;-;-;1;-;-;-
230120;-;-;-;-;-;-;-;3;1;1;-;1
230125;-;-;-;1;-;-;2;-;-;-;-;-
230130;-;-;1;1;-;1;-;-;-;-;-;1
230160;1;-;-;1;-;-;-;-;-;-;-;-
230185;-;-;1;-;-;1;-;1;1;-;-;1
230190;-;-;-;2;-;1;-;-;1;-;-;1
230195;-;-;-;-;1;-;2;-;-;-;-;-
230200;1;1;1;-;-;-;-;-;-;-;-;-
230210;1;-;-;-;-;-;-;-;3;-;-;-
230220;1;-;-;-;1;-;-;-;-;1;2;-
230230;-;-;-;2;-;-;1;-;-;-;-;-
230240;-;-;-;1;-;-;-;1;-;-;-;-
230250;1;1;2;1;-;3;-;-;-;-;1;3
230260;-;-;1;1;-;-;-;-;-;-;-;1
230270;1;-;-;-;-;1;-;1;-;-;-;-
230280;1;-;-;-;-;1;1;2;1;1;-;1
230290;-;-;-;-;-;-;-;-;-;1;-;-
230300;2;-;-;1;-;-;-;1;-;-;-;-
230320;-;-;1;-;-;1;-;-;-;-;-;-
230330;-;1;-;1;-;-;-;-;-;-;1;-
230340;-;1;-;-;-;-;-;-;1;-;-;-
230350;-;-;-;-;-;-;-;-;2;-;-;-
230360;-;-;-;-;-;-;-;1;-;-;-;-
230365;-;-;-;1;-;-;-;-;-;-;-;-
230370;1;2;-;3;4;5;1;2;6;4;1;5
230380;-;1;-;-;1;-;-;-;-;-;-;-
230393;-;-;-;1;1;-;-;-;-;-;-;-
230395;-;1;-;-;-;-;1;-;-;-;1;-
230400;-;-;-;-;-;1;1;1;-;-;-;-
230410;1;1;2;-;-;4;3;-;1;-;1;2
230420;3;1;7;2;1;2;3;2;-;3;-;-
230425;-;-;-;1;-;-;-;1;-;1;-;-
230426;-;-;-;-;1;-;-;-;-;-;-;-
230428;-;-;-;-;1;-;1;2;-;-;-;-
230430;-;-;-;-;-;-;1;-;-;1;-;-
230435;-;-;-;-;-;1;1;-;-;-;-;-
230440;26;13;19;30;20;29;18;16;23;30;18;21
230450;1;-;-;-;-;-;-;-;-;-;-;-
230465;-;-;-;-;-;1;-;-;-;-;-;-
230470;1;-;-;-;-;1;2;-;1;-;-;1
230480;-;-;-;-;-;-;1;-;-;-;1;-
230490;-;-;-;-;1;-;-;-;-;-;-;-
230495;-;-;-;-;-;-;-;-;-;-;-;1
230500;-;-;-;1;-;-;1;-;-;1;-;-
230510;-;-;-;-;-;-;1;-;-;-;-;-
230520;-;1;-;-;2;-;-;-;-;-;-;-
230523;1;2;-;-;-;-;1;1;-;-;-;-
230526;-;1;3;-;1;-;-;1;2;-;-;-
230530;-;-;-;-;-;-;1;-;-;1;-;-
230535;-;-;-;-;1;-;-;-;-;-;-;-
230540;1;1;-;-;-;-;1;-;-;2;1;-
230550;-;-;1;1;-;-;1;-;1;2;-;2
230560;1;-;-;-;-;-;-;-;1;-;-;-
230565;-;-;2;-;-;-;-;-;-;-;-;-
230570;1;-;-;-;-;-;-;1;-;-;-;-
230580;-;1;-;1;-;-;-;-;1;1;-;-
230590;-;1;-;-;-;3;1;-;1;-;-;-
230600;-;1;-;-;-;-;-;-;-;-;-;-
230620;-;-;-;-;-;-;-;-;-;-;-;2
230625;2;-;-;1;-;-;-;-;-;-;1;-
230630;-;1;2;2;-;1;1;-;-;1;-;1
230640;2;2;-;2;-;-;-;2;2;-;-;1
230650;1;-;-;-;-;-;-;-;-;-;-;-
230655;-;-;-;-;-;-;3;-;-;1;-;1
230660;1;-;-;-;-;-;-;-;-;-;-;-
230670;-;-;-;-;-;-;-;-;1;-;-;-
230680;-;1;-;-;-;1;-;-;-;-;-;-
230690;-;-;1;-;-;1;-;-;-;-;1;-
230700;-;-;-;1;-;-;-;-;-;-;-;-
230710;-;-;2;-;1;-;-;2;-;-;-;-
230720;-;-;-;-;-;1;-;-;-;-;-;-
230725;-;-;1;-;-;-;1;-;-;-;1;1
230730;2;-;3;5;7;4;2;3;7;6;5;2
230750;-;1;1;-;-;-;-;-;-;-;-;1
230760;-;-;-;-;-;1;-;-;-;-;-;-
230763;-;-;-;-;-;3;-;-;-;-;-;-
230765;4;2;1;2;4;2;3;2;1;4;2;1
230770;2;-;1;2;-;1;-;-;2;1;1;3
230780;-;-;1;-;-;2;-;-;1;-;-;3
230790;1;-;-;-;-;-;-;-;-;-;-;1
230800;-;-;-;-;-;-;-;-;1;-;-;-
230810;-;1;1;-;-;-;1;-;-;1;-;-
230820;-;-;1;1;1;-;-;-;-;-;-;2
230830;-;-;1;1;-;-;-;-;-;-;-;-
230837;-;-;-;-;-;-;1;-;-;-;-;1
230840;-;1;-;1;1;-;1;-;-;-;-;1
230850;-;-;-;2;-;-;-;2;1;1;-;-
230860;-;-;-;1;3;-;-;-;-;-;-;-
230870;-;-;-;-;-;-;-;-;-;-;-;1
230890;1;-;1;-;-;-;-;-;-;2;-;1
230900;-;1;-;-;-;-;-;-;-;-;-;1
230910;-;1;-;-;-;-;-;-;-;-;-;1
230920;1;1;1;-;-;1;-;-;-;-;-;1
230930;1;-;-;-;-;-;-;-;-;-;-;-
230940;-;-;-;1;-;2;-;-;1;1;-;-
230950;-;-;-;1;-;-;-;-;-;-;-;-
230960;2;-;1;-;-;1;1;-;-;1;-;-
230970;-;1;-;-;3;-;1;1;1;-;1;1
230980;-;-;-;-;-;-;-;1;-;-;-;-
230990;-;-;-;1;-;-;-;-;-;-;-;-
231010;-;-;-;-;-;-;-;-;-;-;-;1
231020;2;-;2;-;2;-;-;-;1;-;-;1
231025;-;1;1;-;-;-;-;-;-;-;-;-
231030;-;-;-;-;1;-;-;-;-;-;-;-
231040;2;-;-;1;-;-;-;-;-;-;-;-
231050;1;-;-;-;-;1;-;-;-;-;-;1
231060;-;-;-;1;-;-;-;-;-;-;-;2
231070;-;1;-;-;-;-;-;-;-;1;-;-
231080;-;-;1;-;1;-;1;-;-;-;1;-
231085;-;-;-;2;-;-;-;-;-;-;-;-
231090;-;-;-;-;1;-;-;-;-;-;-;1
231095;-;-;-;-;-;-;-;-;-;1;-;-
231100;-;1;-;-;-;-;-;-;-;-;-;1
231110;1;-;-;-;1;-;-;-;-;-;-;-
231126;-;-;-;1;-;-;1;-;-;-;-;-
231130;1;2;-;-;2;3;2;1;-;-;-;2
231135;-;-;-;-;-;-;1;2;-;-;-;-
231140;-;5;1;1;-;1;-;-;1;1;-;4
231150;-;-;1;-;-;-;-;-;-;-;-;-
231170;-;1;-;-;-;-;-;-;-;-;1;-
231180;-;1;-;1;-;2;1;-;1;-;-;2
231195;-;-;-;1;1;-;-;-;-;-;-;-
231220;1;-;-;-;-;-;-;1;1;-;-;-
231200;-;-;-;-;-;-;2;-;-;-;1;-
231210;1;-;-;-;-;-;-;-;-;-;-;1
231230;1;-;2;-;-;3;-;-;-;-;-;1
231240;-;2;1;2;-;2;-;-;-;1;1;-
231270;-;2;-;-;-;2;1;-;-;-;-;2
231280;-;-;-;-;-;-;1;-;-;-;-;-
231290;-;2;1;1;-;3;-;1;1;-;2;1
231300;-;-;-;1;-;-;1;-;-;-;-;1
231310;-;-;1;1;-;-;1;1;1;-;2;-
231320;-;-;-;-;-;-;-;-;1;1;-;1
231325;1;-;-;-;-;1;-;-;-;1;-;-
231330;-;2;1;-;-;1;-;-;-;2;-;-
231335;-;1;-;-;-;-;-;-;-;-;-;-
231340;-;1;1;-;-;1;-;2;-;1;1;2
