Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230020;1;-;1;-;-;-;-;-;1;-;-;-
230030;-;-;-;-;1;-;1;1;1;-;-;-
230050;-;-;-;-;-;-;-;-;-;-;-;1
230075;1;-;-;1;-;-;-;-;-;-;1;-
230100;-;-;-;1;1;-;1;2;-;-;-;-
230110;1;-;-;-;-;-;-;-;-;-;1;1
230120;-;-;-;-;-;-;-;-;-;1;-;-
230130;-;-;-;1;-;-;1;-;-;1;-;-
230140;-;-;-;1;-;-;1;-;-;-;-;-
230150;-;-;-;-;-;-;-;-;-;1;-;-
230160;-;-;-;-;-;-;-;-;-;-;1;-
230185;-;-;-;-;1;-;-;-;-;-;-;-
230190;1;-;-;-;-;-;-;1;-;-;-;-
230195;-;-;-;-;-;-;-;-;-;1;-;-
230210;-;1;3;-;-;-;-;1;-;-;-;-
230230;-;-;-;-;-;-;-;1;-;-;-;-
230240;2;-;-;1;-;1;-;1;-;-;-;-
230260;-;1;-;-;1;-;2;-;2;-;-;2
230270;-;-;-;-;-;-;-;-;1;-;-;-
230280;-;-;-;1;2;-;-;1;-;-;-;-
230300;-;-;1;-;-;-;-;-;-;-;-;-
230320;-;-;-;-;-;-;-;-;-;-;-;1
230330;-;-;-;-;1;-;-;-;-;-;-;-
230340;-;-;-;-;-;-;1;-;-;-;1;-
230350;-;-;-;-;3;-;-;-;-;2;-;2
230370;1;1;3;1;2;-;1;1;2;2;3;2
230380;1;-;-;1;-;-;-;-;-;-;-;-
230390;-;-;-;1;-;-;-;-;-;-;-;-
230393;-;1;-;-;-;-;-;-;-;-;-;-
230400;1;1;-;-;-;-;-;-;-;1;-;-
230410;1;2;1;-;-;2;-;-;-;-;-;-
230420;-;2;-;1;1;1;1;-;-;-;-;-
230423;-;-;-;-;-;-;-;-;-;1;-;-
230425;-;-;-;-;-;-;1;-;-;2;-;-
230428;2;-;-;-;1;-;-;-;-;-;-;-
230430;-;-;-;-;1;-;-;1;-;-;-;-
230440;6;8;13;20;16;11;13;18;10;12;15;8
230445;-;-;-;1;-;-;-;-;-;-;-;-
230450;-;-;-;-;-;-;1;-;-;-;-;-
230470;-;-;-;-;1;2;-;1;-;-;-;-
230490;-;-;-;-;-;-;-;1;-;-;-;-
230495;-;-;-;1;-;-;-;-;-;-;-;-
230500;-;1;-;-;-;-;-;-;-;-;-;1
230510;-;-;-;-;-;-;-;1;-;-;-;1
230523;-;-;-;2;-;-;-;-;-;-;1;-
230526;1;-;-;-;-;-;-;-;-;-;-;-
230530;-;-;-;-;1;-;-;-;1;-;-;-
230540;-;-;1;1;-;-;-;-;2;1;-;1
230550;-;1;1;-;-;1;1;-;-;-;-;-
230560;-;-;1;-;-;-;-;-;1;-;-;-
230565;-;1;-;-;-;-;-;-;-;-;-;-
230580;-;-;-;1;-;1;-;-;-;-;-;-
230590;-;-;-;-;-;1;-;-;-;-;-;-
230610;-;-;-;-;-;-;-;-;-;-;-;1
230620;-;-;-;-;-;-;1;-;-;-;-;-
230625;1;-;-;1;1;-;-;-;-;-;-;-
230630;1;-;-;-;-;1;-;-;-;-;-;-
230640;2;-;-;1;1;-;-;-;-;-;-;1
230655;-;-;-;-;1;-;-;1;-;-;-;2
230680;-;1;-;-;-;-;-;-;-;-;-;-
230690;-;2;1;-;1;-;-;-;1;-;-;2
230710;-;-;-;-;-;-;-;-;-;-;1;-
230720;-;-;-;1;-;-;-;-;-;-;-;-
230725;-;1;-;-;-;-;-;-;-;-;-;-
230730;-;2;2;-;-;1;-;1;2;-;1;1
230740;-;-;-;-;-;-;1;-;-;-;1;-
230750;-;-;-;-;-;1;-;-;-;-;-;-
230765;-;1;4;1;1;1;1;-;-;1;-;1
230770;-;1;2;-;1;1;-;-;1;-;-;-
230810;-;-;1;-;-;-;1;-;-;-;-;1
230830;-;-;-;-;-;-;1;-;-;-;-;-
230840;-;1;-;-;-;-;-;-;-;-;1;-
230850;-;1;-;-;-;-;-;-;-;1;-;-
230860;-;-;-;-;-;1;-;1;-;-;-;-
230870;-;2;-;-;1;1;-;-;-;1;-;-
230890;-;-;-;-;-;-;1;-;-;-;-;1
230920;-;-;-;-;-;-;1;-;-;-;-;-
230940;-;-;-;1;-;1;-;-;-;-;-;-
230950;-;-;-;-;-;1;-;-;-;-;-;-
230960;1;-;-;-;1;2;-;-;-;1;-;-
230970;-;-;-;-;-;-;-;-;-;1;-;-
230980;-;-;-;-;-;-;-;-;-;-;-;1
230990;-;-;-;-;1;-;-;-;-;-;-;-
231000;-;-;-;1;-;-;-;1;-;-;-;-
231020;-;-;-;-;-;-;1;1;-;-;-;-
231025;-;-;-;-;-;-;-;-;1;-;-;-
231030;-;-;1;-;1;-;-;-;-;-;-;-
231040;-;1;-;-;-;-;-;-;-;-;-;-
231050;-;-;-;-;-;-;-;1;-;-;-;1
231070;1;-;-;2;-;-;-;-;-;-;-;-
231090;-;-;-;-;-;1;-;-;-;-;-;-
231095;-;-;1;-;-;1;-;-;-;-;-;-
231100;-;-;-;-;-;-;-;-;1;-;-;-
