Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230015;-;-;-;2;-;-;-;-;-;1;-;-
230020;-;3;-;1;-;-;1;-;-;-;-;1
230030;1;2;3;1;1;1;-;1;-;2;-;2
230040;-;-;-;1;-;-;-;-;1;-;-;-
230050;-;-;-;1;-;-;-;-;1;-;-;1
230075;1;-;-;-;-;-;-;-;-;2;-;-
230080;-;-;-;1;1;-;-;-;-;-;-;1
230090;-;-;-;-;-;1;-;1;1;-;-;-
230100;-;-;1;1;1;2;-;1;-;3;-;-
230110;2;3;1;-;2;1;-;2;1;-;1;1
230120;-;-;1;2;-;1;-;1;1;-;-;2
230130;-;-;1;-;-;-;-;-;-;-;1;-
230160;-;1;-;-;-;-;-;-;-;-;-;-
230170;-;-;-;-;-;-;-;-;-;1;1;-
230185;-;1;-;-;-;-;-;-;-;-;-;-
230190;1;1;1;3;1;-;2;-;2;-;-;2
230195;-;-;3;1;2;1;2;-;-;-;-;3
230200;-;1;-;-;1;-;-;1;-;-;-;-
230205;1;-;-;-;-;-;-;-;-;-;-;-
230210;-;-;-;1;-;-;-;1;-;-;1;1
230220;-;-;1;2;-;2;-;1;-;1;-;-
230230;1;1;-;1;-;-;-;-;-;-;1;-
230240;-;1;-;1;2;2;-;1;-;2;1;-
230250;-;1;2;1;-;-;-;3;1;1;1;1
230260;-;1;-;-;-;-;2;-;1;1;-;-
230270;-;-;-;-;-;1;-;1;1;1;-;-
230280;-;3;5;8;3;3;2;2;3;1;3;6
230290;-;-;-;1;-;-;-;-;-;-;-;-
230300;-;-;-;1;1;-;-;-;1;2;-;-
230310;1;-;1;-;1;-;-;-;-;-;-;-
230320;-;1;1;-;1;1;-;-;-;-;-;1
230330;-;-;-;-;-;-;-;1;-;1;-;2
230340;-;1;-;-;-;1;-;-;1;-;1;-
230350;-;1;1;1;3;-;-;2;1;-;-;2
230360;-;-;-;-;-;-;-;1;1;-;-;-
230365;-;-;-;-;1;-;-;-;-;-;1;-
230370;4;5;1;6;4;3;4;2;4;4;5;3
230380;-;-;-;-;-;-;-;-;-;1;-;-
230390;1;-;-;-;-;-;-;-;-;-;-;-
230393;-;-;-;-;-;1;-;-;-;-;-;-
230395;-;-;1;-;-;-;-;-;-;-;-;1
230400;-;-;-;-;-;2;-;-;-;-;-;-
230410;-;4;1;1;1;2;1;1;1;1;1;1
230420;1;1;1;-;2;1;3;-;-;2;4;3
230423;1;-;1;-;-;-;-;-;-;-;-;-
