Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;-;-;-;-;-;1;1;1
230015;1;-;-;-;-;-;1;-;-;-;-;2
230020;-;2;-;1;-;-;-;-;1;-;-;-
230030;-;-;1;1;3;-;2;3;1;1;2;-
230040;-;-;-;-;-;-;1;-;-;-;-;-
230050;-;-;-;-;-;-;-;1;-;-;-;-
230070;-;1;-;-;1;-;-;1;-;-;1;-
230075;-;1;-;-;-;1;-;-;1;-;-;-
230100;1;1;-;-;1;3;2;-;2;1;-;1
230110;-;1;-;4;1;2;3;2;1;-;-;-
230120;-;-;-;-;-;-;1;-;1;2;1;-
230125;-;-;-;-;-;-;-;-;-;-;-;1
230130;-;2;1;-;1;-;-;-;1;-;1;-
230140;-;-;1;-;-;-;-;-;-;-;-;-
230150;-;-;-;-;-;-;-;-;-;1;1;-
230160;-;-;1;-;-;-;-;-;-;-;-;-
230170;1;1;-;-;1;-;-;-;-;-;-;-
230180;-;1;-;-;-;-;-;-;-;-;1;-
230185;-;1;-;-;-;1;2;-;-;-;-;-
230190;2;1;-;1;2;-;-;2;1;1;2;-
230195;-;-;-;-;-;-;-;2;1;1;-;-
230200;-;-;-;-;-;1;-;-;-;-;-;1
230210;-;-;-;1;-;1;-;-;1;-;-;1
230220;1;2;-;-;1;1;2;1;2;-;1;1
230230;-;-;1;1;1;-;-;-;1;1;-;-
230240;1;2;1;-;-;-;-;-;1;1;1;2
230250;3;-;1;2;4;-;-;-;-;1;-;-
230260;-;-;1;-;2;-;1;1;-;3;-;-
230270;-;2;1;1;1;-;-;1;-;1;2;-
230280;2;2;4;8;1;5;1;5;2;2;4;4
230290;1;-;-;-;-;-;-;-;-;-;-;1
230300;-;-;-;-;1;-;-;-;-;-;-;-
230310;-;-;-;-;1;-;1;-;1;-;-;-
230320;-;-;-;1;-;-;-;-;-;-;-;-
230330;-;-;-;1;-;-;1;-;-;-;2;-
230340;-;1;-;-;-;-;1;2;1;-;-;-
230350;1;-;-;-;2;2;3;1;-;-;-;1
230360;-;-;-;2;-;-;-;-;-;-;-;1
230370;3;6;5;5;5;6;3;8;4;6;5;5
230380;1;1;-;-;1;-;-;-;-;-;2;-
230390;-;-;-;1;-;-;-;-;-;-;-;-
230393;-;-;1;1;-;-;-;-;-;-;-;-
230395;-;-;-;-;1;-;-;1;-;1;-;-
230400;-;-;1;-;-;-;-;-;-;-;-;-
230410;-;-;-;3;4;1;2;2;1;1;2;-
