Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;1;-;-;-;-;-;-;1;-;-;-;-
230015;1;-;1;-;-;1;-;-;-;-;-;1
230020;3;7;6;11;5;6;5;2;1;1;2;4
230030;2;2;2;4;2;2;1;4;3;-;2;2
230040;1;-;-;1;-;-;1;-;-;-;1;-
230050;1;2;-;1;-;1;1;-;-;1;1;1
230060;1;-;1;-;-;-;-;-;-;-;1;-
230070;1;-;1;-;2;-;-;2;-;2;-;-
230075;1;1;1;2;2;3;2;1;-;1;3;1
230080;-;-;1;-;-;-;-;-;-;-;-;2
230090;-;2;1;1;2;-;1;2;-;1;3;1
230100;2;5;4;5;4;2;5;2;1;1;2;4
230110;3;2;5;2;7;5;8;5;3;4;3;2
230120;2;4;1;3;-;1;1;3;2;-;2;1
230125;-;-;-;-;2;1;-;-;-;1;1;-
230130;2;1;-;-;-;-;1;-;-;-;-;-
230140;-;1;1;2;2;-;-;-;-;-;1;-
230150;-;-;1;-;-;1;1;-;2;-;-;-
230160;-;1;-;1;-;-;-;-;3;1;-;-
230170;1;-;2;-;3;-;4;3;2;1;1;1
230180;-;1;-;-;-;-;-;1;-;-;-;-
230185;-;-;1;1;-;1;1;-;-;-;-;-
230190;6;4;9;6;5;2;1;2;2;5;4;2
230195;4;5;2;1;1;2;-;1;2;2;1;1
230200;2;2;1;3;2;2;3;1;2;3;-;3
230205;-;1;-;1;1;-;-;-;1;1;3;-
230210;-;5;2;1;5;1;-;-;1;1;2;-
230220;3;7;6;-;-;6;1;2;-;4;1;3
230230;-;3;1;1;-;2;3;1;2;1;3;2
230240;5;2;3;2;2;4;2;-;1;2;1;1
230250;2;3;3;3;2;1;3;2;1;1;2;2
230260;4;1;1;1;4;-;1;1;3;2;-;2
230270;1;1;1;-;2;2;-;2;-;3;1;-
230280;3;5;4;6;7;6;5;3;3;8;2;4
230290;1;1;-;-;-;1;1;-;-;1;3;-
230300;-;-;3;-;3;-;-;1;-;1;1;1
230310;3;2;3;-;1;2;1;2;4;5;-;2
230320;1;2;-;2;3;2;1;1;2;1;-;1
230330;2;1;-;1;-;-;2;1;1;1;-;1
230340;-;1;1;-;-;3;1;2;-;2;2;-
230350;6;3;1;3;5;-;4;5;2;4;-;-
230360;1;1;1;-;-;-;-;-;-;-;-;-
230365;-;-;4;-;1;1;1;1;1;1;-;1
230370;17;16;9;15;21;19;9;12;23;15;17;13
230380;-;3;2;2;-;2;1;1;2;-;3;3
230390;1;1;-;3;-;1;-;2;-;-;-;1
230393;-;1;1;2;-;2;2;2;1;-;-;1
230395;1;-;-;-;1;-;-;2;3;1;2;-
230400;1;2;4;5;-;-;-;1;-;3;1;1
230410;3;12;7;6;3;6;3;3;5;1;5;2
230420;4;3;6;10;14;13;8;9;2;8;5;8
230423;-;1;1;1;1;1;1;-;-;1;-;2
230425;-;-;-;-;-;-;1;2;-;1;1;-
230426;-;-;1;1;-;1;-;-;1;-;-;-
230427;1;1;-;-;1;-;1;1;1;-;-;-
230428;1;2;3;-;4;6;2;2;1;-;5;1
230430;1;3;1;2;1;1;2;-;-;2;-;2
230435;1;1;-;2;1;-;2;1;-;3;1;1
230440;151;171;141;136;137;106;102;95;118;114;88;97
230445;1;-;-;2;1;-;-;1;-;1;-;-
230450;3;2;2;-;2;3;-;1;-;1;-;1
230460;-;-;-;1;-;-;-;-;-;-;-;-
230465;-;2;1;-;2;1;1;-;2;-;-;-
230470;6;1;5;3;3;-;-;3;3;2;1;1
230480;-;1;1;-;-;2;-;-;-;1;-;-
230490;1;1;-;1;-;-;-;1;1;1;-;-
230495;3;-;-;1;-;-;2;2;1;-;1;-
230500;-;1;3;-;1;-;1;-;-;1;1;2
230510;-;-;-;-;-;-;1;1;1;-;-;-
230520;1;-;-;2;3;-;1;2;2;2;3;1
230523;2;1;3;6;2;-;8;4;3;4;2;1
230526;-;1;1;1;1;-;-;-;1;-;-;3
230530;3;1;1;3;-;-;4;-;1;-;1;-
230533;1;-;-;2;-;-;1;-;-;-;1;-
230535;2;1;-;2;-;1;1;2;1;-;2;-
230540;5;4;2;4;4;2;2;2;2;-;1;1
230550;8;9;12;9;6;2;5;5;1;3;3;1
230560;1;-;-;-;1;-;2;1;-;2;1;1
230565;-;1;-;1;-;2;-;-;2;-;3;1
230570;-;-;-;1;-;-;2;-;-;2;-;-
230580;5;6;1;5;2;1;-;3;5;1;3;1
230590;-;3;4;-;1;-;3;2;1;1;-;2
230600;-;2;-;-;-;1;-;1;-;-;1;-
230610;-;-;2;1;1;3;1;2;-;1;1;-
230620;1;1;-;-;-;2;-;1;1;-;-;-
230625;-;-;5;2;2;2;-;2;3;2;2;-
230630;2;5;1;2;2;4;-;-;2;-;1;2
230640;5;5;3;6;6;7;5;5;6;7;2;1
230650;2;-;-;1;1;-;1;1;-;2;-;3
230655;1;1;5;1;3;3;-;1;2;2;1;-
230660;1;1;-;-;-;1;1;-;1;1;-;1
230670;5;-;1;2;2;-;-;2;2;1;-;-
230680;-;-;-;-;-;1;-;-;1;-;-;1
230690;1;-;1;2;3;1;1;-;-;2;-;-
230700;1;3;2;1;2;3;2;2;6;4;2;1
230710;2;2;4;2;1;1;2;3;-;-;1;1
230720;1;-;4;-;1;-;-;1;1;-;-;-
230725;-;-;1;2;-;-;-;-;-;-;-;1
230730;8;17;11;21;15;12;4;14;7;7;5;10
230740;1;1;1;1;3;3;-;1;1;1;-;1
230750;3;2;5;3;3;5;3;3;2;5;2;4
230760;2;5;5;2;4;3;4;5;4;4;1;2
230763;1;-;1;-;-;3;1;2;-;-;-;-
230765;7;11;9;3;8;5;3;4;7;2;3;7
230770;6;8;4;7;5;1;4;2;5;4;1;5
230780;1;1;2;2;1;-;3;2;1;1;-;1
230790;-;-;-;-;-;-;1;-;2;2;-;-
230800;1;7;3;1;2;-;-;3;1;1;-;2
230810;4;2;6;-;2;3;2;1;1;3;3;-
230820;-;-;-;1;1;-;2;-;-;-;-;1
230830;-;1;3;-;1;3;1;1;2;1;-;2
230835;-;1;-;2;1;-;-;-;-;1;-;1
230837;-;-;2;-;-;-;-;-;-;-;-;-
230840;1;3;3;2;2;2;-;1;2;-;5;2
230850;2;4;4;2;-;2;3;5;-;4;-;1
230860;1;-;1;-;1;-;-;1;1;-;1;1
230870;2;2;5;4;5;1;4;3;1;4;2;2
230880;2;-;2;1;-;-;3;-;-;-;1;-
230890;1;2;1;1;4;1;-;1;-;1;1;1
230900;-;1;-;-;-;2;-;1;1;1;1;1
230910;-;-;-;-;1;1;2;-;-;-;-;-
230920;2;-;-;-;1;1;2;-;-;-;-;1
230930;3;1;2;2;1;5;1;-;-;2;4;4
230940;-;1;1;1;1;-;-;1;7;-;2;-
230945;1;4;1;-;-;2;-;2;1;1;2;1
230950;-;2;3;2;1;-;-;1;-;-;-;2
230960;3;3;6;1;-;7;3;1;1;2;4;1
230970;5;6;3;2;2;-;-;5;2;-;3;2
230980;-;-;-;-;1;-;1;-;1;-;-;-
230990;-;2;2;1;-;-;-;-;-;-;-;-
231000;-;1;1;-;-;1;-;-;1;-;-;1
231010;-;-;-;1;-;-;-;-;-;-;-;1
231020;2;1;2;3;2;2;2;1;-;2;-;1
231025;1;4;-;1;1;-;-;-;3;-;2;1
231030;1;3;2;1;2;1;2;-;-;-;-;1
231040;-;-;1;1;1;-;-;-;-;-;-;-
231050;-;3;-;3;2;1;1;-;-;1;-;1
231060;1;-;-;-;1;-;-;1;-;-;-;-
231070;2;2;-;1;1;-;1;1;1;5;1;-
231080;-;-;3;-;-;1;3;1;-;-;-;1
231085;1;2;-;-;-;-;-;-;2;-;-;2
231090;-;2;-;1;1;-;-;2;2;2;-;1
231095;-;1;-;-;1;-;-;-;-;-;-;-
231100;-;-;-;2;1;-;2;-;-;-;-;-
231110;-;-;-;2;1;-;2;2;1;1;2;-
231120;-;-;-;-;-;-;-;1;1;-;-;1
231123;1;1;-;-;-;-;-;-;-;-;-;-
231126;-;3;-;-;-;-;-;-;-;-;1;-
231130;7;5;7;5;2;6;1;2;4;3;1;6
231135;1;2;2;1;1;-;3;1;-;-;-;2
231140;6;5;6;4;6;2;7;1;6;2;2;6
231150;1;-;3;-;1;2;1;-;-;-;-;1
231160;2;-;-;2;-;-;3;1;1;-;-;2
231170;3;-;1;-;-;1;1;1;3;-;-;-
231180;4;7;5;3;1;2;2;7;4;2;2;3
231190;1;1;-;2;1;1;-;2;-;2;1;-
231195;-;2;-;1;-;-;1;-;-;-;-;1
231220;2;3;-;3;1;-;-;1;6;3;4;7
231200;1;1;1;5;3;1;-;1;-;1;2;2
231210;2;1;1;1;3;1;-;3;3;2;-;1
231230;1;3;4;4;3;6;3;6;-;1;1;-
231240;3;3;1;-;1;4;3;2;2;2;3;2
231250;-;2;-;1;1;-;-;-;1;-;1;-
231260;1;-;3;-;-;2;-;-;-;1;-;1
231270;-;2;3;2;4;-;2;-;-;-;-;-
231280;-;1;1;1;-;1;-;-;1;-;1;-
231290;9;16;12;12;7;9;8;10;14;9;10;11
231300;-;1;-;4;1;2;1;1;1;-;1;-
231310;2;4;5;-;-;1;2;1;1;1;1;2
231320;1;2;2;3;3;4;-;2;-;1;2;2
231325;1;-;-;-;-;-;-;-;1;-;1;-
231330;3;1;2;2;2;4;2;-;1;2;2;-
231335;1;-;4;2;-;-;1;1;2;1;2;2
231340;3;-;2;1;2;2;1;-;2;4;4;2
231350;-;3;4;2;4;3;1;-;2;1;1;6
231355;-;2;-;-;-;1;-;1;-;1;-;-
231360;3;2;-;1;-;-;1;1;2;1;1;-
231370;-;1;-;-;1;-;1;-;-;1;-;1
231375;1;-;-;2;-;-;2;1;1;-;-;-
231380;1;1;1;-;-;-;-;1;-;1;3;1
231390;-;2;3;2;2;2;3;1;2;-;2;-
231395;3;1;-;3;1;1;1;-;-;2;1;4
231400;1;3;2;2;-;-;-;1;1;2;2;2
231410;5;3;-;2;5;1;2;-;4;3;5;4
230000;-;-;-;-;-;-;-;1;-;-;-;-
