Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;-;2;-;1;1;1;1;-
230015;-;1;1;1;1;-;-;1;-;-;1;-
230020;1;-;3;2;1;3;-;1;-;4;1;1
230030;2;3;3;4;3;5;1;3;1;1;3;1
230040;1;-;-;-;-;-;-;-;-;1;-;-
230050;-;2;-;-;-;2;-;-;1;1;-;-
230060;-;1;-;-;-;1;-;-;1;-;-;-
230070;-;-;-;2;-;-;1;-;2;-;-;-
230075;-;-;3;2;1;1;3;1;-;-;1;3
230080;-;-;-;-;1;-;-;-;1;-;-;-
230090;-;-;1;-;-;-;2;-;-;-;-;3
230100;5;1;6;2;8;7;4;2;6;2;5;4
230110;2;1;4;-;1;4;2;2;4;3;1;1
230120;-;2;-;1;2;2;2;-;-;1;3;-
230125;2;1;3;1;1;-;-;-;-;-;-;-
230130;2;1;1;-;1;-;2;1;1;-;1;2
230140;-;-;-;1;1;-;2;-;1;-;-;-
230150;-;-;1;-;-;1;-;1;-;1;-;-
230160;-;1;2;-;-;-;-;-;-;-;-;1
230170;2;-;3;3;-;1;1;2;1;4;1;-
230180;-;-;-;-;-;-;-;1;-;-;1;-
230185;1;-;-;1;2;2;-;-;-;-;-;-
230190;1;2;7;1;2;4;9;2;4;2;2;3
230195;1;1;-;-;1;1;-;-;1;1;-;2
230200;-;2;-;1;1;1;1;1;-;1;2;-
230205;1;1;1;-;-;-;-;-;-;2;-;-
230210;1;1;2;2;-;1;1;3;2;2;-;1
230220;1;-;2;3;4;2;2;1;2;2;3;3
230230;3;-;1;1;-;1;1;2;-;1;-;-
230240;-;2;3;1;3;-;3;3;1;2;1;5
230250;3;-;1;-;-;2;-;1;1;1;1;-
230260;2;1;4;2;1;3;1;4;5;4;-;1
230270;1;2;2;-;1;-;4;1;-;1;1;4
230280;5;8;5;4;6;1;2;5;7;6;5;1
230290;-;-;-;-;-;1;-;1;1;-;-;1
230300;-;2;-;2;2;1;1;3;-;1;-;-
230310;-;2;4;2;2;1;2;-;-;3;-;2
230320;3;-;2;-;1;-;4;2;3;-;-;2
230330;-;-;-;-;-;1;1;1;-;2;-;1
230340;-;1;-;1;1;1;1;1;-;-;-;1
230350;4;1;3;1;6;5;3;5;6;3;1;5
230360;-;-;-;-;-;1;1;-;-;-;-;-
230365;1;-;-;-;-;-;-;1;-;-;1;-
230370;11;12;13;17;15;8;15;12;12;11;8;7
230380;1;1;1;1;4;2;-;2;-;2;3;-
230390;-;-;-;1;1;-;-;2;2;1;-;1
230393;-;-;1;2;-;1;-;1;-;-;1;-
230395;1;2;-;3;-;2;-;1;1;-;3;-
230400;3;4;2;-;2;-;-;-;3;-;1;-
230410;1;-;2;4;-;5;3;6;5;2;-;4
230420;4;5;9;5;8;8;7;7;5;3;5;4
230423;-;1;-;1;3;1;3;1;-;1;1;-
230425;-;1;1;1;1;3;4;-;-;1;-;-
230426;-;-;-;2;1;-;1;-;-;-;-;-
230427;-;-;-;-;-;-;-;-;-;-;1;-
230428;1;1;1;-;4;1;-;1;-;-;1;1
230430;2;-;-;2;-;1;1;-;1;-;3;1
230435;-;-;1;1;2;1;2;1;-;1;2;1
230440;95;119;72;96;99;105;98;97;95;85;89;103
230445;1;2;-;1;1;-;1;1;1;1;1;-
230450;1;2;1;-;2;1;1;1;3;3;-;-
230460;-;-;-;-;-;-;1;-;-;3;-;-
230465;2;1;1;1;2;3;1;4;1;4;2;-
230470;-;1;2;-;1;-;2;1;3;1;-;2
230480;-;-;-;-;1;-;-;-;-;-;-;-
230490;1;2;1;1;-;1;1;-;-;2;1;1
230495;1;-;-;-;1;1;-;-;-;1;3;1
230500;-;-;1;3;-;-;-;-;-;1;1;-
230510;-;1;-;-;-;-;-;1;-;1;1;-
230520;2;1;1;1;1;1;1;3;3;1;-;1
230523;1;-;1;3;2;2;2;1;3;1;-;1
230526;-;1;-;-;-;-;-;-;1;1;-;-
230530;3;1;2;-;-;1;2;-;1;5;1;1
230533;-;-;1;2;-;-;-;1;-;-;-;-
230535;-;-;-;-;1;-;-;-;-;1;-;-
230540;1;3;2;-;2;2;2;5;1;3;4;2
230550;2;4;5;3;7;5;5;7;7;1;2;2
230560;-;2;-;2;2;3;-;3;2;-;-;-
230565;-;-;-;1;2;-;-;-;1;-;-;-
230570;-;1;-;-;1;-;-;-;1;1;1;-
230580;1;2;2;-;-;4;2;1;2;1;4;1
230590;5;5;5;2;3;2;1;3;9;3;4;2
230600;1;-;1;-;-;-;3;-;1;1;-;1
230610;-;-;-;-;4;1;-;1;-;-;1;1
230620;-;1;-;-;1;-;-;-;-;-;-;-
230625;1;-;2;3;-;1;1;2;-;1;2;3
230630;2;2;2;-;3;3;1;1;1;1;-;1
230640;4;4;3;5;5;10;10;6;1;5;1;7
