Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;-;1;-;-;-;-;-;-
230015;-;-;-;-;-;-;-;-;-;1;-;-
230020;-;-;-;-;1;-;-;2;-;-;-;-
230030;1;-;-;-;-;-;1;1;-;-;-;1
230050;-;-;-;-;-;-;-;-;-;-;-;1
230075;-;-;-;-;-;1;-;-;-;-;-;-
230090;-;1;-;-;-;-;-;-;-;-;-;-
230100;-;-;-;-;-;2;-;-;1;-;-;-
230110;-;-;-;-;1;-;-;2;-;-;1;-
230120;-;-;1;-;-;-;-;-;1;-;-;-
230140;-;-;-;-;1;-;-;-;-;-;-;-
230160;-;-;-;1;-;-;-;-;-;-;-;-
230170;-;-;-;-;-;-;-;1;-;-;-;-
230185;-;1;-;-;1;-;-;-;-;-;-;-
230190;1;-;-;-;-;-;-;-;-;-;-;-
230195;-;-;-;-;1;-;-;-;-;-;-;-
230210;-;1;-;1;-;1;-;-;1;-;-;-
230220;-;-;-;1;-;1;1;-;-;-;-;-
230230;1;-;-;-;-;1;-;-;-;-;-;-
230240;-;-;1;-;-;-;-;-;-;1;-;-
230250;-;-;-;1;-;-;-;-;-;-;-;-
230260;-;-;1;-;-;-;-;-;-;-;-;-
230270;-;-;-;-;1;-;-;-;-;1;-;-
230280;1;1;-;2;-;-;-;1;-;-;-;1
230300;-;-;-;-;1;-;-;-;-;-;-;-
230330;-;-;-;-;-;-;1;-;-;1;-;-
230350;-;-;2;1;-;-;-;-;-;1;-;-
230365;-;-;-;1;1;-;-;1;-;-;-;-
230370;1;1;2;1;1;-;3;1;1;1;1;-
230380;-;-;-;1;-;1;-;-;-;-;-;-
230400;-;-;-;1;-;-;-;-;-;-;-;-
230410;-;-;-;1;-;-;2;-;1;1;1;-
230420;1;1;-;1;-;1;3;1;1;-;-;1
230425;-;-;-;-;-;1;-;1;-;-;-;-
230427;-;-;-;-;-;-;1;-;-;-;-;-
230428;-;-;-;-;1;-;-;-;-;-;-;-
230430;-;-;-;-;-;-;-;-;1;1;-;-
230435;-;-;-;-;-;-;-;1;-;-;-;-
230440;9;13;13;13;13;16;17;15;7;10;5;3
230445;-;-;-;-;-;-;1;-;-;-;-;-
230450;-;-;1;-;-;-;-;-;-;-;-;-
230495;-;-;-;-;-;-;-;-;-;1;-;-
230500;-;-;-;-;-;-;-;-;-;-;1;1
230520;-;-;-;1;-;-;1;-;1;-;-;-
230523;-;-;-;1;-;1;-;-;-;-;-;-
230530;2;-;1;-;-;-;-;-;-;-;-;-
230535;-;-;1;-;-;-;-;-;-;-;1;-
230540;1;-;-;-;-;-;-;-;-;-;-;-
230550;-;-;-;-;-;1;-;-;-;1;-;-
230560;-;-;-;-;-;-;-;1;-;-;-;-
230580;-;-;-;-;-;1;-;-;-;-;-;-
230590;-;-;-;-;-;1;-;-;1;-;-;-
230610;-;1;-;-;-;-;1;-;-;-;-;-
230625;1;-;-;-;1;-;-;-;-;-;-;-
230630;-;-;-;-;-;1;-;1;1;-;-;-
230640;-;-;1;-;1;-;2;-;-;1;-;-
230655;-;-;-;-;1;-;-;-;-;-;-;-
230690;-;-;-;-;-;-;-;-;1;-;1;-
230710;-;-;-;-;-;-;-;-;1;-;-;-
230720;-;-;-;-;1;-;-;-;-;-;-;-
230730;1;1;-;-;2;1;1;7;3;2;2;-
230760;-;-;-;-;-;-;-;-;-;-;1;-
230765;2;2;1;2;3;-;3;5;-;-;-;-
230770;-;-;-;1;-;-;1;-;1;1;-;-
230780;-;-;-;-;1;-;-;-;-;-;-;-
230800;-;-;1;-;-;-;-;-;-;-;-;-
230810;-;-;-;-;-;-;-;1;-;-;-;-
230820;-;-;-;-;-;-;-;-;1;-;-;-
230830;-;-;-;-;1;-;-;-;-;-;-;-
230835;-;-;-;-;-;-;-;2;-;-;-;-
230840;-;-;-;2;-;-;-;-;-;-;-;-
230870;-;-;1;1;-;1;2;3;1;1;-;-
230890;-;1;-;1;-;-;-;-;1;-;-;-
