Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230015;-;-;-;1;-;-;1;-;-;-;-;-
230020;-;-;-;-;1;-;-;-;-;1;-;-
230030;1;-;-;-;-;1;1;-;-;-;-;1
230040;-;-;-;-;-;-;-;-;-;-;-;1
230060;-;-;-;-;-;1;-;-;-;-;-;-
230070;-;-;-;-;-;-;-;1;1;-;-;-
230075;-;-;-;-;1;1;-;-;-;1;-;-
230100;1;1;-;1;1;1;2;-;1;-;-;-
230110;-;-;-;-;-;-;1;-;-;1;-;2
230120;-;-;-;-;1;-;-;-;-;3;-;-
230130;-;1;-;-;-;-;-;-;1;-;-;-
230140;-;-;-;1;1;-;-;1;-;-;1;-
230150;-;-;-;1;-;-;-;-;-;-;-;-
230160;-;-;-;-;-;1;-;-;-;1;-;-
230170;1;-;-;1;-;-;-;-;-;1;-;1
230180;-;-;1;-;-;-;-;-;-;-;-;-
230185;-;-;-;-;-;-;-;1;-;1;1;-
230190;-;-;-;1;-;-;-;-;-;-;-;1
230195;-;-;-;-;-;-;-;2;-;1;1;-
230205;-;-;-;-;-;-;-;-;-;1;-;-
230210;-;-;-;-;2;-;-;1;-;-;1;-
230220;-;-;2;-;1;-;-;-;-;-;1;-
230230;-;-;-;-;1;1;1;-;1;-;2;1
230240;-;-;-;-;-;-;1;-;-;1;-;-
230250;-;-;-;1;1;1;1;-;1;1;1;1
230260;-;-;1;-;-;1;-;-;-;-;-;1
230280;-;-;-;1;-;-;1;1;-;2;1;-
230300;1;1;-;-;1;-;-;-;-;-;-;2
230330;-;-;-;-;-;-;-;1;-;1;-;-
230340;-;1;1;1;-;-;1;-;-;-;1;-
230350;1;-;-;-;-;1;-;-;2;-;-;3
230365;-;-;-;-;2;-;-;-;-;1;-;-
230370;2;4;4;6;5;2;7;2;4;2;2;3
230380;-;-;-;1;-;1;-;-;-;-;1;-
230395;1;-;-;-;-;-;-;1;-;-;-;1
230400;-;-;-;-;-;1;1;-;-;-;-;-
230410;-;1;1;1;-;-;-;-;2;3;2;1
230420;1;3;2;-;-;-;-;1;1;-;2;1
230423;-;-;2;-;-;-;-;-;-;-;-;-
230425;-;-;1;-;-;-;-;-;-;-;-;-
230427;-;-;-;2;-;-;-;-;-;-;-;-
230428;1;-;-;-;1;-;-;-;-;1;-;2
230430;-;-;-;-;-;-;-;-;-;1;-;-
230435;1;-;-;-;-;-;-;-;-;-;-;-
230440;26;21;28;44;37;28;27;26;22;25;24;26
230470;1;1;-;-;-;-;-;-;1;1;1;-
230490;-;-;-;-;-;-;-;-;1;-;-;-
230495;1;-;1;-;-;1;-;-;-;-;-;-
230500;2;1;-;1;-;1;1;3;2;-;-;-
230520;-;1;-;1;-;-;-;-;-;1;-;-
230523;1;2;-;-;-;1;1;-;-;1;-;-
230530;-;-;1;-;1;1;-;1;-;-;-;1
230540;-;-;-;-;2;3;1;-;2;-;-;1
230550;3;1;2;1;-;-;-;-;1;2;-;2
230560;-;-;-;-;-;-;1;-;-;-;1;-
230565;-;-;-;-;-;-;-;-;1;-;-;-
230570;1;-;-;-;-;-;-;-;-;-;-;-
230580;1;1;2;1;1;1;-;-;-;-;-;-
230590;1;-;-;-;-;-;-;2;-;-;-;-
230610;-;-;-;1;-;-;-;-;-;-;-;-
230620;-;-;1;1;-;-;-;-;-;1;-;-
230625;1;-;1;-;-;-;1;-;-;-;1;1
230630;-;-;-;1;-;1;1;-;-;1;-;-
230640;1;-;1;-;-;-;1;-;1;1;-;-
230650;-;-;1;-;-;-;-;-;-;-;-;-
230655;-;1;-;-;-;-;-;-;-;-;-;2
230660;-;1;1;-;-;-;1;1;2;1;-;2
230670;-;1;-;-;-;-;-;-;-;-;-;-
230680;-;-;-;-;-;1;-;-;-;-;-;-
230690;-;-;-;-;1;-;-;-;1;-;-;-
230700;-;1;-;1;2;-;-;1;-;1;-;2
230720;-;-;-;-;-;-;1;-;-;-;-;-
230730;-;2;-;2;2;1;1;1;1;1;2;3
230740;1;-;-;2;-;1;-;-;2;-;-;-
230750;1;-;-;-;-;-;-;-;-;-;1;-
230760;-;-;-;-;-;-;1;-;1;-;-;1
230763;-;-;-;-;-;-;-;-;-;-;-;2
230765;1;-;3;3;4;3;4;-;2;1;6;3
230770;3;-;1;2;5;4;2;1;2;3;2;1
230780;-;-;-;-;-;1;-;2;-;-;-;-
230790;-;-;-;-;-;-;-;-;-;-;-;1
230800;-;1;-;-;-;-;-;1;-;1;2;-
230810;-;-;-;-;-;-;-;-;1;-;-;-
230820;1;-;-;-;-;-;-;-;-;-;-;-
230830;-;-;-;-;-;-;-;1;-;-;-;-
230835;-;-;1;-;-;-;-;-;-;-;-;1
230840;-;-;-;1;-;-;-;-;-;1;-;1
230850;-;-;1;-;-;-;-;1;-;-;-;-
230860;-;-;1;-;-;-;-;-;-;-;1;-
230870;-;-;-;1;-;-;1;2;-;1;-;2
230880;1;-;-;-;1;-;-;1;-;-;-;-
230890;-;-;-;-;-;-;-;-;1;-;-;-
230900;-;-;-;-;-;-;-;-;-;1;-;-
230910;-;-;-;-;-;-;-;1;-;-;2;-
230920;-;-;-;-;-;-;-;-;1;-;-;-
230930;-;1;-;1;1;1;1;3;-;1;-;-
230940;-;1;-;-;-;-;-;-;-;-;-;-
230945;-;1;1;-;-;-;-;-;-;-;-;-
230950;-;-;1;1;-;-;-;1;1;-;-;-
230960;1;-;1;1;1;-;1;-;-;-;1;-
230970;-;-;-;-;2;-;1;-;-;1;1;-
230980;-;-;-;-;1;-;-;-;-;-;-;-
231000;1;1;-;-;-;-;-;-;-;-;-;-
231020;2;1;-;1;-;1;-;-;-;1;1;-
231025;-;-;-;-;-;1;-;-;-;-;-;-
231030;-;-;-;-;-;-;1;-;-;-;1;-
231040;-;-;1;-;-;1;-;-;2;-;1;-
231050;2;-;1;-;-;-;-;1;-;-;-;-
231060;-;-;-;-;-;-;-;1;-;-;-;-
231070;-;-;-;1;-;-;2;-;-;-;-;2
231080;1;-;-;-;-;-;-;-;1;-;-;-
231085;-;1;1;-;1;-;1;-;-;1;-;-
231090;-;-;-;1;-;-;-;-;2;-;2;-
231100;1;-;-;-;-;-;-;1;-;-;1;-
231110;-;-;-;-;2;-;-;-;-;-;-;-
231130;-;1;-;-;1;-;-;-;-;-;-;1
