Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;1;-;-;-;-;-;-;-;-;-
230015;-;-;-;-;-;-;-;-;-;-;1;-
230020;-;-;2;-;-;-;-;-;-;1;-;-
230030;1;1;-;1;2;2;-;1;-;-;-;-
230050;-;-;-;-;-;1;-;1;-;1;-;-
230060;-;-;-;1;-;-;-;-;1;-;-;-
230070;1;-;-;-;-;-;-;-;-;-;-;1
230075;-;-;1;1;-;2;-;-;1;-;-;-
230080;-;-;-;-;-;-;-;1;-;-;-;-
230090;-;-;-;1;-;-;-;-;-;-;-;-
230100;2;-;-;-;-;1;1;-;1;1;-;-
230110;1;1;-;-;-;-;-;1;-;1;-;-
230120;-;1;-;-;-;-;-;-;-;-;-;-
230125;-;-;-;-;1;-;-;-;-;-;-;-
230130;1;-;-;-;-;-;-;1;-;1;-;-
230140;1;-;-;1;-;-;-;-;-;-;-;-
230160;-;-;1;-;-;-;-;-;-;-;-;-
230170;1;-;-;-;-;-;-;-;-;-;-;-
230180;-;-;-;1;-;-;-;-;-;-;-;-
230185;-;-;-;-;-;-;-;-;-;-;1;-
230190;-;1;3;-;2;3;-;-;1;1;-;1
230195;-;1;1;-;1;-;-;1;-;-;-;-
230200;-;-;-;2;-;-;-;1;-;-;-;-
230205;-;-;-;-;1;-;-;1;-;-;-;-
230210;-;-;1;-;-;-;-;-;-;-;-;-
230220;-;-;1;-;-;-;-;-;-;-;2;-
230230;-;-;-;1;-;-;-;1;-;-;-;1
230240;2;-;-;2;1;-;2;-;3;-;-;1
230250;-;-;1;-;2;1;-;1;-;-;1;1
230260;-;-;-;1;1;-;1;-;-;1;1;-
230270;-;1;-;-;-;-;-;-;-;1;-;-
230280;2;-;2;-;1;-;2;-;-;-;-;-
230300;-;-;1;-;-;1;-;-;-;-;-;1
230310;-;1;1;1;-;-;-;-;1;2;1;-
230320;-;1;-;-;-;-;-;-;-;-;-;-
230330;-;-;-;-;-;-;-;-;-;1;2;-
230340;1;-;-;-;2;-;-;-;-;-;-;1
230350;-;-;1;1;1;-;1;-;-;1;1;-
230360;-;-;-;-;-;-;-;-;1;-;-;-
230365;-;-;-;1;1;-;-;-;-;-;-;-
230370;5;2;5;2;2;3;4;8;6;4;3;1
230380;-;1;-;-;-;-;-;-;-;1;-;-
230390;-;1;-;-;-;-;-;-;1;-;-;-
230395;-;-;1;1;-;-;-;-;-;-;1;-
230400;-;-;1;-;-;-;-;-;-;-;-;1
230410;3;3;2;1;3;2;-;2;1;1;2;1
230420;2;-;-;1;2;-;2;-;1;-;-;1
230423;1;1;-;-;-;-;2;1;-;-;-;-
230425;-;-;-;-;-;-;-;-;-;-;1;1
230428;-;-;-;-;-;-;-;-;-;1;-;-
230430;-;-;-;-;-;-;-;1;-;1;-;-
230435;-;-;1;-;-;-;2;-;-;-;1;-
230440;15;21;23;20;16;27;24;28;17;20;27;23
230445;-;-;-;-;-;-;-;1;-;-;-;-
230470;-;-;-;-;1;-;-;-;-;-;-;-
230480;-;-;-;-;-;-;-;-;-;1;-;-
230490;-;-;-;1;-;-;1;-;-;-;-;-
230495;-;-;-;-;2;1;1;-;-;-;-;-
230500;-;2;1;1;2;2;-;1;1;-;-;-
230510;-;-;-;-;-;1;-;-;-;-;-;-
230520;-;-;-;1;-;-;-;-;1;-;-;-
230523;-;2;-;-;-;1;-;-;-;1;-;-
230530;-;-;1;-;-;1;1;-;-;-;-;1
230533;1;-;1;-;-;-;-;-;-;-;-;-
230540;-;-;-;1;2;2;1;1;-;-;-;-
230550;5;1;1;3;1;2;3;2;1;1;3;1
230560;-;-;-;-;-;1;-;-;1;-;-;-
230570;-;1;-;-;-;-;-;-;-;-;-;-
230580;1;1;1;1;-;-;1;-;-;-;1;-
230590;-;-;-;-;-;-;2;-;3;-;-;1
230600;-;-;1;-;-;-;-;-;-;-;-;-
230610;-;-;-;-;-;-;-;-;-;1;-;-
230625;-;-;1;1;-;-;-;-;3;-;-;-
