Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;1;1;1;-;3;-;-;2;-;1;-
230015;-;-;-;-;-;1;-;-;-;-;-;-
230020;1;1;7;3;2;4;9;1;3;4;7;1
230030;6;5;3;1;9;2;4;3;4;4;4;4
230040;-;4;-;-;1;1;-;-;-;1;2;-
230050;-;-;-;-;-;-;2;-;1;-;-;1
230060;-;-;-;1;4;1;-;2;2;-;-;-
230070;1;-;1;2;-;-;-;-;-;-;-;-
230075;2;2;-;2;3;2;-;3;3;3;1;1
230080;-;-;-;1;1;1;-;-;1;3;-;-
230090;1;-;-;1;4;-;1;-;-;1;-;1
230100;10;4;2;1;5;9;7;4;6;7;4;3
230110;7;2;6;3;4;5;1;4;2;2;1;4
230120;-;1;2;1;3;3;1;1;1;1;2;-
230125;1;-;-;-;1;1;-;-;-;-;-;-
230130;2;2;1;2;1;-;1;3;-;-;2;1
230140;2;-;2;-;1;1;3;1;1;2;1;-
230160;-;1;-;-;-;1;-;2;2;2;2;1
230170;1;2;-;1;-;3;2;1;-;2;1;3
230180;-;-;-;-;-;-;-;1;-;-;-;-
230185;2;-;1;-;2;1;1;-;-;1;-;-
230190;2;2;6;3;3;4;6;3;4;3;4;2
230195;-;2;-;1;1;-;-;1;-;1;-;1
230200;3;1;2;-;2;-;2;1;2;-;4;3
230205;1;-;2;1;2;-;-;-;-;-;1;5
230210;1;-;1;1;2;1;-;-;2;1;-;-
230220;3;-;2;2;4;-;1;4;5;2;2;-
230230;-;2;2;2;1;1;3;-;1;-;4;-
230240;-;2;1;5;1;-;1;6;4;5;2;1
230250;6;3;4;3;1;1;3;7;4;3;3;5
230260;5;2;2;3;3;4;3;3;4;-;-;5
230270;1;3;2;2;2;2;1;1;-;1;-;-
230280;3;-;3;4;6;2;3;6;-;2;1;5
230290;1;-;1;1;1;1;1;2;1;-;1;1
230300;-;-;1;1;3;1;-;1;1;-;-;1
