Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;1;-;-;-;-;-;-;-;-;-;-
230015;-;1;-;1;1;1;1;-;-;-;-;-
230020;1;1;1;-;1;-;1;-;1;1;2;2
230030;2;-;1;3;1;2;-;-;-;-;1;-
230040;1;-;-;-;-;-;-;-;-;-;-;1
230050;1;-;-;-;-;-;-;-;-;-;-;2
230060;1;-;-;-;-;-;-;-;-;-;-;-
230070;-;-;-;-;1;-;-;-;-;-;-;-
230075;-;1;1;-;-;-;-;1;-;1;1;-
230080;-;-;1;1;-;-;-;-;-;-;-;-
230090;-;-;1;-;-;-;-;-;-;1;-;-
230100;1;1;1;-;-;1;1;1;-;1;1;-
230110;1;1;1;-;1;2;-;1;1;1;-;2
230120;1;2;-;-;1;-;-;-;-;-;-;-
230125;-;-;-;1;-;1;1;-;-;1;1;-
230130;1;1;-;1;-;1;3;-;-;1;1;2
230140;-;-;-;-;-;-;-;-;-;-;-;1
230150;-;1;-;-;-;-;-;-;-;-;1;-
230160;1;-;-;-;-;1;1;-;-;-;-;-
230170;-;-;1;3;-;2;1;-;-;-;-;-
230180;-;-;-;-;-;-;-;1;-;-;-;-
230185;-;-;-;-;-;1;-;-;-;1;-;-
230190;4;2;1;3;-;1;-;-;4;1;1;2
230195;1;-;1;-;-;-;-;-;-;-;-;-
230200;-;-;4;-;-;1;-;-;-;-;-;-
230205;-;-;1;-;-;-;-;-;1;-;1;-
230210;-;-;-;-;1;-;1;1;-;2;-;-
230220;-;1;1;1;1;-;-;-;2;-;-;-
230230;1;1;-;3;-;-;-;2;-;-;1;1
230240;-;-;-;-;2;-;-;-;1;2;1;-
230250;-;-;1;1;2;-;-;2;-;2;-;-
230260;1;2;3;-;3;1;2;-;4;2;1;-
230270;1;-;1;-;2;-;1;2;-;2;-;-
230280;2;2;3;1;1;-;2;2;-;-;3;-
230290;-;-;-;-;1;-;-;-;-;-;1;1
230300;1;-;1;-;-;-;-;-;-;1;1;-
230310;-;-;1;-;2;1;-;-;-;-;-;-
230320;2;1;-;-;-;-;-;1;-;-;-;-
230330;-;-;-;1;-;1;-;-;-;-;-;1
230340;-;-;3;-;-;-;-;-;-;1;-;-
230350;1;2;3;2;-;-;2;-;-;1;1;1
230360;-;-;1;-;-;-;-;-;-;-;-;-
230365;-;1;-;1;-;-;-;1;1;-;-;-
230370;8;7;5;9;5;6;2;8;8;6;2;4
230380;-;1;2;-;-;-;2;-;-;-;-;3
230390;-;-;-;2;-;-;-;-;-;1;-;-
230393;-;-;1;-;1;1;-;1;-;-;-;-
230395;-;-;1;-;-;-;-;-;1;-;-;-
230400;-;-;1;-;-;-;-;-;-;1;-;-
230410;2;1;-;4;5;4;1;-;3;-;3;-
230420;1;3;3;1;3;1;3;2;-;2;2;4
230423;-;1;1;-;-;-;2;-;-;-;-;-
230425;-;-;-;1;-;-;-;-;-;-;-;1
230427;1;-;-;-;1;-;-;-;-;-;-;-
230428;-;1;-;3;-;-;3;-;1;-;-;1
230430;-;1;-;-;1;-;-;-;1;-;1;-
230435;-;-;1;-;2;-;1;-;-;-;-;1
230440;59;55;59;69;79;62;53;49;47;54;43;49
230450;2;-;-;1;1;1;-;-;-;1;-;-
230460;-;-;-;-;-;-;1;-;-;-;-;1
230465;-;-;-;-;-;-;-;-;-;1;-;1
230470;3;1;1;1;-;1;-;-;-;3;2;2
230480;-;-;-;1;-;-;-;-;-;-;-;-
230490;1;-;1;1;-;2;-;2;1;1;-;-
230495;-;3;-;-;1;-;-;-;1;-;1;-
230500;1;-;1;-;-;-;1;-;-;-;-;-
230510;-;-;-;-;-;1;-;1;-;-;-;-
230520;1;1;-;-;-;-;-;-;1;2;-;-
