Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;1;-;-;-;-;-;1;-;-;-;-;-
230015;1;-;-;-;1;-;-;1;-;-;-;1
230020;2;-;3;2;2;1;-;1;2;2;-;-
230030;-;1;-;-;-;-;-;1;-;-;-;-
230040;-;-;-;1;-;-;-;-;-;1;-;1
230050;-;-;-;2;-;-;-;-;-;-;-;-
230060;-;-;-;-;-;1;-;-;-;-;1;-
230070;-;-;1;-;1;-;-;-;-;1;-;1
230075;1;2;4;2;-;-;3;1;-;-;1;-
230080;-;-;-;-;1;-;-;-;-;-;-;-
230090;-;-;-;-;-;1;1;-;-;-;-;1
230100;1;-;3;-;-;1;1;2;-;1;-;-
230110;3;1;3;-;-;1;-;-;1;1;-;-
230120;-;-;-;1;2;-;1;2;1;-;-;1
230125;-;-;-;-;-;1;-;-;-;-;1;-
230130;-;-;1;1;-;-;-;1;-;1;-;-
230150;-;2;-;-;-;1;-;-;-;-;-;1
230160;-;1;-;-;-;-;-;-;1;-;1;1
230170;2;-;1;-;-;1;1;-;-;-;-;-
230180;-;-;-;1;-;-;-;-;-;-;-;-
230185;-;-;-;1;-;-;-;-;-;-;-;-
230190;2;1;-;3;3;3;5;2;1;1;-;3
230195;1;1;1;2;-;1;-;-;-;-;-;1
230200;-;-;-;-;-;2;-;-;-;-;-;-
230205;-;-;1;-;-;-;-;1;-;-;-;-
230210;-;1;-;-;-;2;2;1;-;-;-;-
230220;-;2;2;-;-;2;1;-;-;1;-;1
230230;1;1;-;-;-;2;-;1;1;-;1;2
230240;3;1;-;-;-;1;-;-;1;2;2;-
230250;-;-;-;1;-;-;-;-;1;-;1;3
230260;-;1;1;2;2;2;1;-;-;2;1;1
230270;1;1;-;-;-;1;-;-;1;2;2;3
230280;2;3;1;7;1;1;1;1;2;2;-;-
230290;-;2;-;-;-;1;-;-;-;-;1;-
230300;1;-;2;1;1;-;-;-;-;-;-;1
230310;-;-;1;-;1;1;1;1;1;-;-;1
230330;-;-;-;-;-;1;-;-;-;1;-;1
230340;-;-;-;-;-;1;-;-;-;-;-;-
230350;1;-;1;1;-;2;1;-;2;1;2;-
230360;-;-;-;1;-;-;1;-;-;-;-;1
230365;-;2;-;1;-;-;-;-;-;-;-;-
230370;9;3;11;15;5;3;5;4;5;3;3;3
230380;1;-;-;2;-;1;1;1;-;4;1;-
230390;1;-;1;1;-;2;-;-;-;-;-;-
230393;-;-;-;-;1;-;-;1;-;1;-;-
230395;-;-;1;-;-;-;-;-;-;-;1;-
230400;-;2;1;-;-;-;-;1;1;1;1;-
230410;1;2;2;3;2;3;1;-;-;1;1;2
230420;3;2;1;5;6;1;5;6;3;5;5;3
230423;1;-;1;1;-;-;3;1;-;1;-;2
230425;-;-;2;-;-;-;1;-;-;-;-;4
230426;-;-;1;2;-;-;-;-;-;-;-;-
230428;1;-;2;2;1;1;1;2;1;1;-;-
230430;-;-;-;-;1;-;-;-;-;-;1;-
230435;1;-;-;2;1;2;-;-;-;-;-;-
230440;52;45;62;60;57;61;58;63;50;54;57;57
230445;1;-;-;-;-;-;-;-;1;1;-;-
230450;1;-;1;-;-;-;-;-;1;-;1;-
230460;-;-;-;-;1;-;-;-;-;-;-;-
230465;-;-;1;4;-;-;-;2;-;1;-;-
230470;-;1;1;2;2;1;-;2;2;2;1;1
230490;-;-;-;-;-;1;1;-;1;1;-;-
230495;-;-;1;-;-;-;-;-;-;-;-;1
230500;1;-;1;1;1;1;-;-;-;-;1;-
230510;-;-;1;-;-;-;-;-;-;-;1;-
230520;-;-;-;1;1;-;-;-;2;-;1;-
230523;1;-;1;2;3;4;1;2;-;-;1;-
230526;1;1;-;-;1;-;-;-;-;1;-;-
230530;1;1;-;-;1;-;1;-;-;-;-;-
230533;-;1;-;-;-;-;1;-;-;-;-;-
230535;-;-;1;-;1;-;-;1;-;1;1;-
230540;1;1;-;2;1;-;2;1;6;3;3;3
230550;2;1;2;4;5;7;1;-;1;5;2;3
230560;1;-;-;-;-;-;-;-;-;-;2;1
230565;1;1;2;-;-;1;-;-;-;-;-;1
230570;-;-;-;-;1;-;-;-;1;-;-;-
230580;1;-;1;-;4;-;-;-;1;-;1;-
230590;2;1;2;-;2;1;1;2;1;2;-;-
230600;-;-;-;1;-;-;-;-;-;-;-;-
230610;-;-;-;1;1;1;-;-;-;-;2;-
230620;-;-;1;-;-;-;-;-;1;-;-;-
230625;-;1;1;1;2;-;1;1;2;-;-;-
230630;2;-;1;2;2;-;-;-;-;-;-;2
230640;-;4;1;5;4;2;-;3;2;1;1;1
230650;-;-;-;-;-;-;-;1;-;1;-;1
230655;-;-;1;1;2;-;1;-;1;-;-;-
230660;-;-;-;-;-;-;2;1;1;-;1;1
230670;-;-;-;-;-;1;-;1;-;1;-;1
230690;1;-;-;-;-;1;2;-;-;-;-;-
230700;1;1;1;1;-;1;-;-;-;-;-;-
230710;1;-;-;2;-;-;1;1;1;1;1;1
230720;1;-;-;1;-;-;-;-;-;-;-;-
230725;1;-;-;-;-;-;1;1;-;-;-;-
230730;7;6;7;5;15;11;2;9;4;9;6;11
230740;2;1;-;2;1;5;1;-;1;2;-;1
230750;1;-;4;-;2;-;1;-;-;-;1;-
230760;1;-;-;3;-;1;4;1;1;1;-;1
230763;-;-;-;-;2;-;-;-;-;1;-;-
230765;6;2;6;8;4;4;4;4;4;4;2;3
230770;3;2;1;3;4;-;3;1;2;1;1;1
230780;1;-;-;1;1;-;1;1;-;-;-;-
230790;-;1;-;-;-;1;-;1;1;-;-;-
230800;1;-;3;1;-;-;-;1;1;-;-;-
230810;2;-;1;2;1;-;-;-;2;1;-;3
230820;-;-;-;-;-;-;-;-;-;-;1;-
230830;1;-;-;-;-;-;-;2;-;3;1;-
230835;-;-;-;-;-;1;-;-;-;-;-;1
230837;1;-;1;1;1;-;-;-;-;-;-;-
230840;1;-;3;-;1;-;-;-;1;-;-;2
230850;2;-;1;-;-;1;4;-;1;1;1;2
230860;-;-;-;1;-;-;-;1;-;-;-;-
230870;-;-;1;3;1;-;1;-;3;-;-;-
230880;-;-;-;-;-;1;-;-;-;-;-;-
230890;-;-;-;1;-;-;-;-;-;1;-;-
230910;-;-;1;-;-;-;-;-;-;-;-;-
230920;-;-;1;1;-;-;-;-;-;-;-;-
230930;-;-;-;1;-;-;-;-;1;1;1;1
230940;1;-;-;3;2;1;-;1;1;-;-;-
230945;-;1;-;-;1;-;-;-;-;-;-;-
230950;-;1;-;1;-;-;-;-;1;-;-;-
230960;-;-;-;2;3;-;3;-;-;1;2;1
230970;1;3;1;1;4;-;1;-;1;-;-;-
230980;-;-;-;-;-;-;1;1;-;-;-;-
230990;1;-;-;-;1;-;2;-;-;-;-;-
231000;-;-;-;-;-;-;-;-;-;2;-;-
231020;-;2;-;2;1;-;-;1;-;-;-;-
231025;-;-;1;-;-;-;1;-;1;1;-;1
231030;-;-;1;1;-;-;2;-;2;1;-;-
231050;2;-;-;1;-;-;1;2;-;-;-;-
231070;1;1;2;-;1;-;2;1;-;-;-;-
231080;-;-;1;-;-;1;-;-;-;-;-;1
231085;1;1;-;1;1;2;1;-;-;-;1;-
231090;1;1;-;-;1;1;-;-;-;-;-;1
231095;-;-;-;1;-;-;-;-;-;-;-;-
231100;1;-;-;1;-;-;-;-;-;-;-;-
231110;-;-;-;-;-;2;1;-;-;-;-;-
231123;-;-;-;-;-;2;-;-;-;-;-;-
231126;-;1;1;-;1;-;-;1;1;-;-;-
231130;3;5;2;2;2;3;5;1;1;3;4;2
231135;-;-;-;1;-;-;-;2;-;-;-;-
231140;-;-;1;4;2;1;1;1;-;1;3;1
231150;-;-;-;-;-;-;-;1;-;-;-;1
231160;1;-;1;-;1;-;3;-;-;-;1;-
231170;-;2;-;-;-;1;-;2;-;-;1;1
231180;2;2;1;1;2;-;3;2;3;1;1;2
231190;1;1;-;-;-;2;-;-;-;-;-;-
231195;-;-;-;1;-;1;-;-;-;-;-;-
231220;2;-;1;-;-;2;-;1;2;-;-;-
231200;-;-;-;2;1;-;1;-;1;-;1;2
231210;1;-;1;-;2;1;-;1;-;-;-;-
231230;1;-;2;1;-;1;3;-;-;4;1;-
231240;1;-;2;-;2;1;-;2;-;-;-;-
231250;-;-;1;-;-;-;-;-;-;-;-;-
231260;-;-;-;1;-;-;-;-;-;1;1;-
231270;1;-;-;1;1;1;-;-;1;-;-;-
231290;4;5;2;3;8;3;7;2;6;8;6;2
231300;-;-;-;1;-;1;-;-;1;-;-;-
231310;-;1;-;3;-;1;-;1;-;-;-;-
231320;1;-;2;4;-;-;1;-;1;-;-;-
231325;-;-;-;-;-;1;1;-;-;-;-;-
231330;3;-;2;-;2;1;-;1;-;-;-;-
231335;1;-;-;-;-;-;-;-;-;-;-;-
231340;2;1;-;1;2;2;1;-;3;1;1;2
231350;-;1;2;-;1;-;2;-;-;1;-;-
231355;1;1;1;2;1;-;-;-;-;1;-;-
231360;2;-;1;1;1;1;3;-;1;-;-;-
231370;-;1;-;1;-;-;-;-;-;-;-;-
231375;-;-;2;-;-;1;-;1;-;-;-;1
231380;1;-;1;-;-;-;1;-;-;-;1;-
231390;-;-;-;1;-;-;-;1;-;1;-;-
231395;-;-;-;1;1;-;-;1;2;1;-;1
231400;3;1;-;-;-;3;-;1;6;3;2;-
231410;4;1;1;-;2;2;-;-;-;-;1;-
