Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;2;1;-;-;1;-;2;1;-;-;-;-
230015;2;-;-;-;1;1;-;-;-;2;-;1
230020;2;1;3;2;4;3;4;-;-;1;4;3
230030;1;3;2;1;4;2;5;2;3;6;-;5
230040;-;1;2;-;1;2;1;1;-;-;1;-
230050;-;1;-;2;1;-;1;1;3;1;2;-
230060;-;-;1;1;-;-;-;1;-;-;-;2
230070;-;1;1;-;2;-;1;-;2;-;-;-
230075;1;2;-;2;-;-;2;2;2;3;2;-
230080;1;-;-;-;-;1;-;-;-;1;-;-
230090;-;-;-;-;3;3;1;1;4;1;-;-
230100;2;3;3;2;1;3;1;4;3;2;1;4
230110;4;1;6;3;1;7;5;4;5;4;4;8
230120;4;-;3;2;3;2;1;2;3;2;-;2
230125;-;-;1;-;-;-;-;-;-;1;2;-
230130;1;4;1;3;2;-;3;1;2;-;3;3
230140;-;-;-;-;-;1;2;-;4;-;-;-
230150;-;1;-;-;1;-;-;-;-;1;1;1
230160;1;3;1;1;3;2;2;2;4;-;-;2
230170;4;1;1;4;1;1;1;1;5;3;-;5
230180;-;-;-;1;-;1;-;-;-;-;-;-
230185;3;1;1;1;1;2;2;1;1;1;1;-
230190;5;4;8;4;2;4;2;4;2;4;5;5
230195;1;1;-;-;-;2;-;2;-;1;3;-
230200;1;2;2;4;2;-;3;2;-;5;1;2
230205;1;1;-;2;2;-;1;1;-;-;1;3
230210;4;3;3;-;1;4;3;3;4;2;2;2
230220;4;6;3;4;-;2;3;11;2;4;3;4
230230;1;1;1;3;1;1;-;1;4;2;3;1
230240;4;2;5;5;5;6;11;5;3;6;5;3
230250;7;6;3;2;5;4;7;3;9;1;3;3
230260;6;5;3;4;3;3;2;7;5;2;2;5
230270;1;4;4;1;2;1;3;-;3;1;2;3
230280;5;4;8;9;16;8;5;3;8;3;9;3
230290;-;1;-;-;3;1;-;-;2;1;3;-
230300;1;2;-;-;4;1;1;-;1;5;-;1
230310;3;5;1;2;-;4;3;3;3;-;2;4
230320;2;2;1;2;1;2;3;-;1;1;2;-
230330;-;-;2;1;3;1;-;1;3;-;1;-
230340;-;-;1;-;-;2;-;2;-;1;1;2
230350;6;4;2;8;3;3;-;3;7;5;2;9
230360;1;3;3;1;-;-;1;-;1;3;-;-
230365;1;1;-;1;1;1;-;2;-;-;-;3
230370;17;17;15;16;17;14;16;23;12;14;21;14
230380;3;7;2;2;2;1;-;2;2;1;2;4
230390;-;-;-;-;-;2;1;-;-;2;-;1
230393;2;-;1;-;-;-;-;-;-;-;1;4
230395;1;-;1;2;2;1;1;1;1;1;1;-
230400;2;2;1;1;1;1;3;5;2;1;2;-
230410;4;3;8;2;7;6;7;5;6;4;9;11
230420;6;5;3;5;7;5;9;9;7;10;7;9
230423;1;1;-;2;-;-;3;2;1;3;4;1
230425;2;1;-;-;-;2;3;4;2;2;-;-
230426;-;-;-;1;2;-;-;1;3;-;-;1
230427;-;-;1;-;1;1;-;-;1;-;1;-
230428;3;1;2;2;2;4;2;4;6;1;1;4
230430;1;-;3;-;4;-;2;3;2;4;2;3
230435;3;2;1;4;1;1;1;1;1;1;1;1
230440;203;160;203;182;166;186;180;178;178;207;176;190
230445;-;1;-;-;2;1;2;1;2;-;1;-
230450;1;1;-;1;-;2;1;2;1;-;2;3
230460;-;1;-;2;1;2;-;2;-;2;-;-
230465;2;-;4;-;3;2;5;2;2;-;1;3
230470;2;1;3;3;2;5;1;5;1;1;3;2
230480;-;-;-;-;-;-;-;-;1;-;-;1
230490;-;1;-;2;1;-;3;3;1;1;1;1
230495;1;2;-;-;1;1;3;1;1;2;4;1
230500;4;4;3;2;6;3;2;3;2;3;2;1
230510;-;1;1;1;1;-;1;-;-;-;1;1
230520;2;3;2;2;2;3;2;5;-;3;1;-
230523;1;5;1;4;4;4;3;5;3;2;1;5
230526;1;-;-;-;-;-;-;-;-;-;-;1
230530;1;1;2;6;2;3;-;2;2;-;1;5
230533;1;-;-;-;-;-;-;-;-;-;-;1
230535;1;1;1;-;2;-;1;2;3;-;1;1
230540;6;3;2;8;6;3;6;7;2;4;8;4
230550;6;5;10;9;7;9;9;9;10;8;10;6
230560;1;2;-;2;5;2;1;4;-;2;2;5
