Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;1;-;-;1;-;3;-;2
230015;2;1;-;-;1;-;-;1;-;1;2;2
230020;3;4;1;-;3;2;3;4;1;4;3;3
230030;5;4;3;9;4;1;4;1;5;5;4;6
230040;1;1;2;1;2;-;-;-;2;1;-;-
230050;-;1;1;2;1;1;1;2;-;2;-;-
230060;-;1;-;-;1;-;-;-;1;1;-;-
230070;2;1;-;3;-;-;2;2;-;1;-;1
230075;3;3;1;1;1;2;2;1;1;-;2;1
230080;-;-;-;2;-;2;1;-;-;-;2;-
230090;-;1;1;-;3;1;2;1;-;-;-;1
230100;7;3;4;1;1;3;2;4;3;2;3;1
230110;6;2;5;3;2;5;8;2;5;2;4;7
230120;-;-;3;1;3;1;-;1;1;-;-;1
230125;1;1;2;4;2;2;-;1;1;-;2;-
230130;3;2;2;-;-;1;-;2;-;4;1;2
230140;2;1;3;1;-;1;4;2;-;-;-;2
230150;-;-;-;-;-;-;-;-;-;-;-;1
230160;-;3;1;2;1;-;1;2;-;2;3;-
230170;1;3;4;6;2;1;2;-;2;-;1;3
230180;-;1;-;-;-;1;1;-;1;-;-;-
230185;1;2;2;3;2;1;1;5;-;-;1;1
230190;1;7;5;3;2;5;4;3;3;2;1;4
230195;-;3;-;1;-;-;-;-;-;2;2;-
230200;-;-;3;5;3;-;3;2;3;-;4;1
230205;-;2;-;-;-;-;-;1;-;2;1;2
230210;2;1;3;1;3;2;2;3;1;2;4;-
230220;4;2;5;2;4;1;3;2;3;2;2;1
230230;1;4;1;1;4;1;3;3;1;3;1;2
230240;3;1;2;2;3;6;5;4;3;1;6;4
230250;1;-;4;4;3;3;1;3;3;5;3;2
230260;4;3;5;1;2;3;5;4;2;4;1;8
230270;-;5;-;-;-;2;4;1;1;-;-;1
230280;4;2;3;6;2;9;7;3;4;7;3;6
230290;2;-;2;1;3;2;1;1;3;2;-;1
230300;-;2;3;-;-;3;-;1;3;1;1;2
230310;1;-;4;1;-;-;2;1;2;2;2;-
230320;2;3;4;1;3;-;2;1;1;4;2;4
230330;2;1;2;-;1;1;-;1;2;1;1;2
230340;-;1;1;2;-;-;1;-;1;2;-;1
230350;2;5;6;4;2;3;2;10;4;4;5;5
230360;2;1;2;-;-;-;3;-;3;-;-;-
230365;2;1;-;2;1;-;-;2;-;-;-;-
230370;9;21;18;14;20;18;13;17;18;14;15;10
230380;1;4;3;1;1;2;1;3;2;4;1;4
230390;1;-;-;2;2;1;1;1;-;-;-;1
230393;-;-;-;-;-;1;-;-;2;-;1;-
230395;2;-;1;3;2;1;1;3;-;-;-;2
230400;1;2;-;4;3;1;3;1;-;-;-;2
230410;6;6;4;2;5;3;6;3;3;4;5;7
230420;10;5;5;10;7;9;2;4;5;4;9;9
