Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230020;1;-;-;-;-;2;-;-;-;-;-;-
230100;-;-;-;-;-;-;-;1;-;1;-;-
230110;-;-;-;-;-;-;-;-;-;1;-;-
230120;-;-;1;-;-;-;-;-;-;-;-;-
230130;-;1;-;-;-;-;-;-;-;-;-;-
230170;-;-;-;-;-;1;1;-;-;-;-;-
230200;-;-;-;-;-;-;-;-;1;-;-;-
230230;-;-;-;-;-;-;-;-;-;1;-;-
230240;-;-;-;-;-;-;-;-;1;-;-;-
230250;-;-;-;-;1;-;-;-;-;-;-;-
230260;-;-;-;-;-;-;-;1;-;1;1;-
230280;-;-;-;-;-;1;-;-;1;-;-;-
230300;-;-;-;-;-;-;1;-;-;-;-;-
230310;-;-;1;-;-;-;-;-;-;-;-;-
230320;-;-;-;-;1;-;-;-;-;-;-;-
230370;1;1;-;1;-;-;-;-;-;-;-;-
230380;-;-;-;-;-;-;-;1;-;-;-;-
230410;-;1;-;-;-;1;1;-;1;-;-;-
230420;-;-;-;-;-;1;1;-;-;-;-;-
230423;-;-;-;-;1;-;-;-;-;-;-;-
230440;3;3;5;11;3;4;6;7;3;4;2;1
230445;-;-;-;-;-;-;-;-;-;-;1;-
230470;-;1;-;1;-;-;-;-;-;-;-;-
230490;-;-;-;-;-;-;-;-;-;1;-;-
230500;-;-;-;1;1;-;-;-;-;-;-;-
230520;-;-;-;-;1;-;-;-;-;-;-;-
230523;1;-;-;-;-;-;-;-;-;-;-;-
230526;-;-;-;-;1;-;-;-;-;1;-;-
230540;-;-;-;-;-;-;-;-;-;1;1;-
230550;-;-;1;-;1;-;-;-;-;-;-;1
230580;-;-;-;-;1;-;-;-;-;-;-;-
230625;-;-;-;-;-;-;-;-;-;-;1;-
230640;-;-;-;-;-;-;-;-;-;-;1;-
230650;1;-;-;-;-;-;-;-;-;-;-;-
230660;-;-;-;-;1;-;-;-;-;-;-;-
230725;-;-;-;-;-;-;1;-;-;-;-;-
230730;-;-;1;-;-;-;-;-;-;1;-;-
230750;-;-;-;1;-;-;-;-;-;-;-;-
230760;-;-;-;1;1;1;-;-;-;-;-;-
230765;-;-;-;-;-;-;-;1;-;-;-;-
230770;-;-;-;-;-;1;1;-;-;1;1;-
230780;-;-;1;-;-;-;-;-;-;-;-;-
230870;-;-;-;-;-;-;1;-;-;-;-;-
230890;-;-;-;-;1;-;-;1;-;-;-;-
230960;-;-;-;-;-;-;-;1;-;-;-;-
231010;1;-;-;-;-;-;-;-;-;-;-;-
231050;-;-;2;-;-;-;-;-;-;-;-;-
231070;-;-;1;-;-;-;-;-;-;-;-;-
231090;-;-;-;-;-;-;-;1;-;-;-;-
231123;-;1;-;-;-;-;-;-;-;-;-;-
231130;-;-;1;1;1;-;-;-;-;1;-;-
231140;-;-;-;-;-;-;-;1;-;-;-;-
231160;-;-;1;1;-;1;-;-;-;-;-;-
231230;-;-;-;-;-;-;-;-;-;-;1;-
231240;-;-;-;-;-;-;-;1;-;-;-;-
231260;-;1;-;-;-;-;-;-;-;-;-;-
231270;-;-;1;-;-;-;-;-;-;-;-;-
231290;-;-;-;-;-;-;-;-;-;-;1;-
231310;-;-;-;-;1;1;-;-;-;-;-;-
231320;-;1;-;-;-;-;-;-;-;-;-;-
231330;-;-;-;1;-;-;-;-;-;-;1;-
231355;-;-;-;-;-;1;-;-;-;-;-;1
231360;1;-;-;-;-;-;-;-;-;-;-;-
231370;1;-;-;-;-;-;-;-;-;-;-;-
231390;-;-;-;-;-;-;-;-;1;-;-;-
231400;1;-;-;1;-;-;-;-;-;-;-;-
231410;-;-;-;-;1;1;-;-;-;-;-;1
