Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;-;3;2;1;-;-;-;-
230015;-;-;-;4;1;1;1;-;-;-;-;1
230020;-;2;-;1;2;1;1;1;-;2;1;3
230030;4;2;1;-;2;-;-;-;1;1;-;3
230040;-;1;2;3;1;-;1;2;3;-;2;2
230050;-;-;2;1;-;-;-;-;-;-;-;-
230060;3;-;1;-;2;1;-;-;-;-;1;-
230070;-;2;2;-;1;3;1;-;-;1;2;-
230075;1;-;-;-;-;-;-;1;-;-;-;1
230080;-;-;-;-;1;-;-;-;1;-;-;-
230090;-;-;-;-;1;-;-;-;-;1;2;-
230100;4;5;-;1;5;-;-;-;-;-;1;1
230110;1;1;1;3;-;1;2;1;3;1;1;-
230120;-;-;1;1;1;-;-;-;-;-;-;-
230125;-;-;-;-;-;-;-;-;1;-;-;1
230130;-;-;1;-;-;-;-;-;-;-;-;-
230140;4;-;2;1;1;3;1;1;-;-;1;1
230150;-;-;-;-;-;-;1;-;-;-;1;-
230160;1;1;3;-;-;-;4;-;2;-;-;3
230170;1;2;4;-;3;2;2;2;-;4;2;2
230180;-;1;1;1;2;-;1;-;1;-;-;1
230185;-;-;-;1;-;1;-;-;1;-;1;-
230190;-;-;-;1;-;-;-;1;-;-;-;-
230195;-;1;-;1;1;-;-;-;-;-;-;-
230200;2;2;2;3;1;2;3;2;1;4;1;3
230210;-;-;1;-;1;-;-;-;-;-;-;-
230220;-;2;1;-;-;1;-;-;-;1;1;-
230230;-;-;-;-;-;1;-;-;1;-;1;-
230250;2;1;-;-;1;1;-;-;-;1;1;1
230260;1;-;1;3;-;5;1;2;-;2;-;1
230270;1;-;-;1;-;1;-;1;-;1;-;-
230280;-;-;1;1;1;2;-;-;-;-;-;1
230290;1;-;1;-;-;-;-;-;-;-;1;-
230300;-;2;-;2;-;-;-;-;-;-;-;-
230310;-;1;1;-;-;-;-;-;-;-;-;-
230320;1;3;-;2;-;1;1;-;1;-;-;-
230330;-;1;3;-;1;1;1;2;1;-;-;-
230350;-;-;-;-;-;-;-;-;-;-;1;-
230360;-;-;1;-;-;-;-;-;-;-;-;-
230365;-;-;-;-;-;-;-;-;-;-;2;-
