Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;1;-;-;1;1;-;-;-;2;2;-
230015;-;-;-;-;-;-;1;-;1;1;-;1
230020;1;1;2;1;1;1;2;1;-;1;-;4
230030;-;-;-;-;1;-;1;-;1;3;4;2
230040;-;-;-;-;1;-;-;-;-;-;-;1
230050;-;1;-;-;-;1;-;-;-;-;1;-
230060;-;-;-;-;1;-;1;-;-;1;-;-
230070;-;-;1;-;-;-;-;-;1;1;-;-
230075;1;-;-;2;1;1;3;2;1;1;-;-
230080;1;-;-;-;-;1;-;-;1;2;1;-
230090;1;-;-;-;1;2;-;-;-;-;-;-
230100;1;1;1;2;4;1;6;4;-;3;2;5
230110;-;-;1;-;-;2;2;-;-;1;-;-
230120;1;2;-;1;1;-;2;-;-;-;2;1
230125;-;-;-;1;-;-;-;1;-;-;-;-
230130;1;-;1;-;-;-;1;-;-;1;-;-
230140;-;1;1;2;2;-;2;1;2;-;2;1
230150;-;-;-;-;-;-;-;-;-;-;1;-
230160;1;-;-;2;1;-;-;-;1;1;-;-
230170;1;-;-;-;2;1;3;-;3;1;1;3
230185;1;3;-;1;1;-;1;1;1;-;1;-
230190;-;1;4;2;-;-;2;-;1;1;-;-
230195;1;1;1;-;-;-;-;-;-;1;1;-
230200;3;2;3;-;-;2;2;2;-;1;3;2
230205;-;-;1;1;1;1;3;-;1;-;-;1
230210;-;-;1;-;-;-;-;-;1;-;-;-
230220;-;2;-;1;3;-;2;1;-;-;2;3
230230;-;1;-;-;1;-;-;1;-;-;1;2
230240;-;1;-;-;-;1;-;-;1;1;-;-
230250;-;1;-;-;-;-;-;-;-;1;-;2
230260;1;1;5;4;1;1;1;2;1;2;2;4
230270;1;5;2;1;4;-;3;1;1;-;3;1
230280;3;5;4;5;1;4;2;5;7;2;6;4
230290;1;-;2;1;1;-;1;-;2;1;4;1
230300;1;-;-;1;1;-;-;1;-;1;1;-
230310;-;-;1;1;1;1;-;1;1;-;-;1
230320;-;-;-;1;-;2;2;-;3;2;2;-
230330;2;2;-;2;3;-;1;-;-;4;1;2
230350;-;-;-;-;-;-;-;-;-;1;-;-
230360;-;1;-;-;-;-;-;-;-;-;-;-
230365;-;-;-;-;-;-;-;1;-;1;-;-
230370;13;10;20;13;16;12;7;13;8;7;6;15
230380;-;-;-;-;2;1;-;1;1;1;1;-
230390;1;1;-;2;2;2;-;1;2;2;-;-
230393;1;-;-;-;2;-;-;-;-;-;1;-
230395;-;1;-;1;-;2;-;2;2;1;1;2
230400;2;-;2;-;3;4;-;-;-;-;-;-
230410;2;2;3;3;5;1;2;1;2;4;1;-
230420;7;4;1;5;3;4;1;4;-;2;3;2
230425;-;-;1;-;1;-;-;-;-;-;-;1
230428;-;1;-;1;-;-;-;1;-;-;-;1
230430;-;-;1;-;-;-;-;-;1;-;-;-
230435;-;1;1;1;2;1;1;-;-;3;-;-
230440;136;143;116;112;121;112;123;112;90;97;97;92
230445;-;-;1;-;-;-;-;-;1;-;-;-
230450;-;-;-;-;-;-;1;-;-;1;-;-
230460;-;-;-;-;-;-;-;-;-;-;-;1
230465;1;-;-;1;-;-;-;-;-;2;-;1
230470;1;-;1;-;-;-;1;-;-;1;1;-
230480;-;-;-;1;-;1;-;-;-;-;-;1
230490;-;-;2;-;1;-;-;1;1;2;1;-
230495;1;-;2;-;4;-;1;2;-;-;-;-
230500;1;-;-;1;-;1;-;-;-;-;-;-
230510;-;1;-;-;-;-;-;-;-;-;-;-
230520;8;3;3;-;1;2;-;-;-;1;-;-
230523;4;1;1;-;2;1;-;2;1;1;-;-
230526;2;3;-;2;1;-;1;2;-;4;1;1
230530;-;-;-;1;-;-;-;-;-;-;-;1
230533;1;-;1;1;2;-;-;-;-;1;-;-
230535;1;-;1;2;-;-;-;-;-;-;-;-
230540;-;-;-;2;-;1;2;1;4;-;1;-
230550;1;2;-;-;-;-;2;-;2;2;4;-
230560;-;-;-;1;-;-;-;3;1;1;1;2
230565;-;1;-;1;-;-;1;2;-;1;-;-
230570;-;2;-;1;-;-;-;1;-;-;-;-
