Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230010;-;-;-;-;-;-;-;-;-;1;-;1
230020;1;1;2;1;-;1;-;1;-;-;1;1
230030;1;-;-;-;-;-;-;-;-;-;-;-
230040;-;-;-;-;1;-;-;-;-;-;-;1
230070;-;-;-;-;-;1;-;-;-;-;-;-
230075;1;1;-;-;-;-;-;-;1;-;-;-
230100;-;1;-;-;-;1;-;-;1;-;-;-
230110;2;1;1;3;-;-;-;4;1;1;-;1
230120;-;-;-;-;-;2;1;-;-;-;-;1
230125;1;-;-;-;-;-;-;-;-;-;-;-
230140;-;-;-;1;1;-;-;-;1;1;-;-
230170;-;1;-;-;-;-;-;-;-;1;-;2
230185;-;1;1;-;-;-;-;-;-;1;-;1
230190;-;1;-;-;-;-;-;1;-;-;2;2
230195;-;1;-;-;-;-;-;-;1;2;-;-
230200;-;-;-;-;1;-;-;-;-;-;-;-
230205;-;-;-;-;-;1;-;-;-;-;-;-
230210;-;-;1;2;-;-;1;-;-;-;-;-
230220;-;1;-;-;2;1;-;-;-;-;-;-
230230;-;-;-;-;-;-;-;-;-;1;-;1
230240;-;-;-;-;-;-;1;1;1;-;-;-
230260;-;-;1;-;-;-;1;1;-;1;-;-
230270;-;-;-;-;-;-;-;-;1;-;-;1
230280;-;1;1;1;-;-;3;-;1;1;-;1
230290;-;2;-;-;-;-;-;-;-;-;-;1
230300;-;-;-;-;-;1;-;-;1;1;-;-
230320;-;1;-;-;-;-;-;2;-;-;-;-
230340;-;1;-;1;1;1;-;-;-;-;-;-
230350;1;-;-;1;-;-;2;1;-;-;1;-
230360;-;-;-;-;-;1;-;-;-;-;-;-
230370;7;1;3;7;2;2;8;1;-;4;1;1
230380;-;-;-;1;-;-;-;1;-;-;1;-
230390;-;1;-;-;-;-;-;-;-;-;-;-
230400;-;-;3;-;-;-;-;-;1;-;-;-
230410;3;1;1;1;3;-;1;-;-;3;1;2
230420;1;2;1;1;-;2;1;1;1;1;-;5
230423;-;-;-;-;2;1;-;-;-;-;-;-
230425;-;-;-;1;-;-;1;-;-;-;-;-
230426;-;-;-;-;-;-;-;1;-;-;-;-
230427;-;-;-;-;-;-;-;1;-;-;-;-
230428;-;-;1;1;1;1;-;-;-;-;-;-
230430;1;-;-;-;-;-;1;-;1;2;1;1
230435;-;1;-;-;-;-;-;-;-;-;-;-
230440;49;41;45;52;26;31;37;35;35;33;25;38
230450;-;-;-;-;-;-;-;-;-;-;1;1
230460;-;-;-;-;-;-;-;-;-;3;-;1
230470;-;-;-;-;-;-;1;-;1;-;-;-
230490;-;-;-;-;-;-;-;-;-;1;-;-
230495;-;-;-;1;-;-;-;-;-;-;-;-
230500;-;-;-;-;-;-;-;-;-;-;1;-
230520;-;-;-;1;-;-;-;-;-;1;-;-
230523;-;-;-;1;-;1;1;2;2;-;-;1
230526;-;1;-;-;-;1;-;-;-;-;-;-
230530;-;-;-;1;-;-;-;-;-;-;-;-
230535;-;-;-;-;1;-;-;-;-;-;-;-
230540;2;2;-;-;1;1;-;-;-;1;-;-
230550;1;2;1;1;1;1;-;1;-;-;1;1
230570;-;-;-;-;-;1;-;-;1;-;1;1
230580;-;-;-;2;-;2;-;-;1;-;-;-
230600;-;-;-;-;-;-;-;-;-;1;1;-
230610;-;1;-;1;1;-;-;-;-;-;-;-
230625;1;-;-;-;-;1;-;-;-;-;-;-
230630;-;-;-;1;-;-;-;-;1;-;-;-
230640;2;-;1;1;1;-;1;-;-;1;-;-
230650;-;-;1;-;-;-;-;-;-;-;-;-
230655;1;2;1;-;1;-;-;-;-;-;1;-
230660;-;-;1;-;2;-;-;-;-;-;-;-
230670;-;-;-;1;-;-;-;2;-;-;-;1
230690;1;1;-;-;-;-;-;-;-;-;2;-
230700;2;-;-;1;-;-;-;-;-;-;1;1
230710;-;-;1;-;-;-;-;-;-;-;1;1
230730;3;2;-;2;3;2;1;1;4;2;8;5
230740;-;-;1;-;-;1;-;-;1;-;-;-
230750;-;1;-;-;1;-;-;1;-;-;-;-
230760;-;2;-;-;1;-;1;-;-;1;-;-
230763;-;1;-;-;-;-;1;-;-;-;-;-
230765;3;1;3;2;-;2;1;1;-;4;2;-
230770;-;4;4;1;-;1;-;1;1;-;1;1
230780;1;-;-;1;1;-;-;-;-;-;-;-
230800;-;1;-;-;-;-;1;-;-;-;-;-
230810;-;2;2;-;-;1;-;-;-;-;-;-
230820;-;-;-;-;-;-;2;-;-;-;-;-
