Município;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
230030;-;-;-;-;-;-;-;-;-;-;1;-
230040;-;-;-;-;-;-;-;-;-;1;-;-
230070;-;-;-;-;-;-;-;-;-;1;-;-
230075;-;-;-;-;-;1;-;-;-;-;-;-
230100;-;-;1;-;-;-;-;-;-;-;-;-
230110;2;-;1;-;-;-;-;-;-;-;-;-
230120;-;-;-;-;-;-;-;-;-;-;1;-
230125;-;-;1;-;-;-;-;-;-;-;-;-
230130;-;1;-;-;-;-;-;-;-;-;-;-
230150;-;-;1;-;-;-;-;-;-;-;-;-
230170;-;-;-;-;-;-;-;-;-;-;1;-
230190;-;-;-;1;-;-;2;-;-;-;-;-
230205;-;-;-;-;1;-;-;-;-;-;-;-
230220;1;-;1;-;-;-;-;-;-;-;1;-
230240;-;-;-;-;1;-;-;1;-;-;-;1
230250;-;-;-;-;-;-;-;-;1;1;-;-
230280;-;-;-;-;-;1;-;-;-;-;-;-
230300;-;-;-;-;-;1;-;-;-;-;-;-
230310;-;-;-;-;-;1;-;-;-;-;-;-
230330;1;-;-;-;-;-;-;-;-;-;-;-
230350;1;-;-;-;1;-;-;-;-;-;-;-
230370;2;-;-;-;1;-;-;1;2;1;-;1
230400;-;1;-;-;-;-;-;-;-;-;-;-
230410;1;-;1;-;1;-;-;-;-;-;-;-
230420;-;-;-;-;-;-;3;-;-;-;2;-
230423;-;-;1;-;-;-;-;-;-;-;-;-
230425;-;-;-;-;-;-;1;1;-;-;-;-
230435;-;-;-;-;-;-;-;1;-;-;-;-
230440;2;8;5;7;7;7;5;4;5;4;3;4
230465;-;-;-;-;1;-;-;-;-;-;-;-
230470;2;-;-;-;1;-;-;-;-;-;-;-
230500;-;1;-;-;-;1;-;-;1;-;-;-
230523;-;-;-;1;1;-;-;-;-;-;-;-
230530;-;-;-;-;-;-;-;-;-;-;-;1
230533;-;-;-;-;-;-;-;-;-;-;1;-
230535;-;-;-;-;-;-;-;-;-;-;1;-
230540;-;-;1;-;-;-;-;-;-;-;-;-
230550;1;1;-;-;-;-;1;-;-;2;-;-
230560;-;-;-;-;-;-;1;-;-;-;-;-
230570;-;-;-;-;-;-;-;-;-;1;-;-
230580;-;-;-;-;-;-;1;-;-;-;-;-
